conversion_id,user_id,lead_date,conversion_date,lead_stage,customer_journey,product,deal_value,country,city,conversion_status
C003675,3573,2025-07-29,2025-06-17,Won,Facebook Ads > Website > Direct > Purchase,Pro Plan,1620.43,USA,London,Won
C003676,2544,2024-12-16,2025-09-24,SQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,28286.11,UK,London,Lost
C003677,4284,2024-11-13,2025-10-24,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,40947.59,Germany,Bangalore,Won
C003678,3679,2025-04-15,2025-08-23,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,11346.72,USA,Sydney,Won
C003679,3282,2025-05-09,2025-11-03,MQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,38913.63,India,Delhi,Won
C003680,1275,2024-04-26,2025-10-19,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,35510.89,USA,London,Won
C003681,1217,2024-08-31,2024-01-08,Lead,Google Ads > Website > Email > Purchase,Pro Plan,30318.24,USA,New York,Lost
C003682,1599,2025-12-22,2024-01-17,SQL,Google Ads > Website > Email > Purchase,Basic Plan,19320.13,Australia,Berlin,Won
C003683,4360,2025-02-21,2025-09-02,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,2111.34,India,Mumbai,Won
C003684,3179,2025-03-28,2025-05-09,Lost,Google Ads > Website > Email > Purchase,Marketing Suite,6893.12,UK,Mumbai,Won
C003685,2262,2024-03-14,2024-11-06,Lost,Google Ads > Website > Email > Purchase,Analytics Suite,7368.33,Germany,London,Lost
C003686,2890,2025-10-09,2025-08-30,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,42466.9,India,Bangalore,Won
C003687,2227,2025-01-15,2024-05-18,Lost,Google Ads > Website > Email > Purchase,Pro Plan,24652.99,Germany,Sydney,Lost
C003688,1292,2025-05-13,2024-05-30,Lead,Google Ads > Website > Email > Purchase,Pro Plan,45768.93,Australia,Delhi,Lost
C003689,1868,2025-10-02,2024-12-29,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,1041.12,Australia,,Won
C003690,2468,2024-09-10,2024-03-09,SQL,Google Ads > Website > Email > Purchase,Basic Plan,21326.18,USA,Delhi,Won
C003691,1109,2025-04-13,2025-12-29,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,42582.77,Germany,New York,Lost
C003692,1844,2025-08-13,2025-02-07,MQL,Instagram Ads > Website > Email > Purchase,Pro Plan,18753.05,India,Sydney,Lost
C003693,1019,2024-02-24,2025-01-19,Won,Google Ads > Website > Email > Purchase,Pro Plan,12049.28,India,New York,Lost
C003694,3545,2025-03-02,2025-06-15,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,26750.97,Australia,Mumbai,Lost
C003695,2169,2024-07-04,2024-07-11,MQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,23737.18,India,Delhi,Won
C003696,3871,2025-03-26,2024-09-29,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,15297.88,UK,Bangalore,Won
C003697,1552,2025-05-18,2024-08-18,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,43788.44,India,Mumbai,Won
C003698,2845,2025-04-11,2025-02-07,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,43101.36,India,Sydney,Won
C003699,4028,2024-06-03,2025-06-01,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,15463.63,UK,Mumbai,Lost
C003700,1212,2025-11-18,2025-01-22,MQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,43312.18,India,Mumbai,Lost
C003701,3569,2024-08-04,2024-10-27,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,3335.2,USA,Berlin,Won
C003702,3543,2025-12-10,2024-07-12,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,11729.87,India,Bangalore,Won
C003703,4283,2024-03-30,2025-08-19,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,29117.63,Australia,Bangalore,Lost
C003704,1617,2024-12-16,2025-01-21,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,35803.54,Australia,London,Won
C003705,2481,2024-02-15,2024-11-04,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,5629.2,Australia,Bangalore,Won
C003706,4018,2024-10-14,2025-12-17,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,7791.27,Australia,Sydney,Won
C003707,2760,2025-10-14,2024-06-09,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,18451.35,USA,London,Won
C003708,3736,2024-07-08,2025-02-19,Won,YouTube Ads > Website > Direct > Purchase,,10655.79,UK,New York,Lost
C003709,3268,2025-07-29,2025-05-16,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,25690.12,UK,London,Lost
C003710,3792,2025-06-23,2025-11-10,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,2232.12,UK,,Won
C003711,3831,2024-12-05,2025-02-26,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,12318.24,India,Sydney,Lost
C003712,4269,2025-08-15,2024-03-30,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,46170.93,UK,,Won
C003713,1509,2024-09-21,2025-04-13,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,39539.75,India,Bangalore,Won
C003714,4368,2025-11-13,2025-06-05,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,22707.19,India,Berlin,Won
C003715,1858,2025-09-19,2025-09-21,Lead,Facebook Ads > Website > Direct > Purchase,Analytics Suite,44226.96,India,Delhi,Lost
C003716,2982,2024-09-08,2025-08-03,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,37139.49,Australia,Berlin,Won
C003717,4353,2024-05-12,2024-05-02,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,47544.52,UK,Mumbai,Won
C003718,3943,2024-08-15,2024-03-18,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,4368.04,Australia,London,Won
C003719,4171,2025-06-20,2025-12-21,Lead,Facebook Ads > Website > Direct > Purchase,Basic Plan,32138.27,USA,Sydney,Won
C003720,2621,2025-02-14,2025-09-21,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,44925.19,USA,London,Won
C003721,2118,2025-07-27,2024-04-08,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,9283.21,Australia,Berlin,Lost
C003722,2707,2024-05-05,2024-11-29,Won,Google Ads > Website > Email > Purchase,Pro Plan,36530.29,USA,Delhi,Lost
C003723,1523,2024-03-13,2025-08-15,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,40870.45,UK,New York,Won
C003724,2040,2024-07-02,2025-01-31,Opportunity,LinkedIn Ads > Demo > Purchase,Basic Plan,14835.75,India,Sydney,Won
C003725,2271,2025-09-26,2024-10-28,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,8320.41,USA,Delhi,Won
C003726,3210,2024-06-27,2024-04-19,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,14623.8,UK,London,Lost
C003727,2082,2024-07-21,2024-10-03,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,26089.2,India,New York,Won
C003728,2719,2024-09-11,2025-03-03,Lead,Google Ads > Website > Email > Purchase,Basic Plan,31430.12,UK,,Won
C003729,1865,2024-09-22,2024-12-05,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,11935.12,USA,Delhi,Won
C003730,1873,2025-02-11,2024-08-10,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,29366.06,UK,Delhi,Won
C003731,2163,2024-10-30,2025-07-05,MQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,12604.94,Germany,Sydney,Won
C003732,2441,2024-10-08,2025-06-09,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,7926.25,USA,Sydney,Lost
C003733,2530,2024-08-09,2024-05-09,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,4091.7,Australia,New York,Won
C003734,4174,2025-06-12,2024-09-21,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,6594.75,Germany,Mumbai,Won
C003735,3046,2025-03-24,2025-05-03,MQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,34381.41,India,Bangalore,Lost
C003736,1870,2024-02-17,2025-06-18,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,15474.06,Germany,Bangalore,Won
C003737,3299,2024-12-15,2025-02-07,Lost,Facebook Ads > Website > Direct > Purchase,Marketing Suite,35376.6,India,Sydney,Won
C003738,2270,2024-12-02,2024-09-13,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,36668.87,Germany,London,Lost
C003739,3768,2024-05-14,2024-05-15,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,11747.31,USA,Sydney,Won
C003740,3338,2025-06-21,2025-05-29,MQL,Google Ads > Website > Email > Purchase,Pro Plan,18784.52,India,Sydney,Lost
C003741,2226,2025-06-03,2024-08-07,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,28512.95,India,Delhi,Won
C003742,1535,2025-02-08,2025-08-03,MQL,Google Ads > Website > Email > Purchase,Basic Plan,26264.89,USA,Bangalore,Won
C003743,3648,2025-12-19,2024-07-15,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,32219.69,USA,London,Won
C003744,1223,2024-12-25,2025-12-06,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,48324.89,UK,Delhi,Won
C003745,3062,2025-07-23,2024-12-18,Opportunity,Facebook Ads > Website > Direct > Purchase,Pro Plan,45561.73,Germany,Sydney,Won
C003746,2294,2024-09-16,2025-07-26,Won,Instagram Ads > Website > Email > Purchase,,40382.61,Germany,Berlin,Won
C003747,3717,2024-11-12,2024-02-18,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,31301.75,Germany,Mumbai,Won
C003748,1766,2025-06-13,2024-12-16,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,27830.93,UK,Bangalore,Won
C003749,4095,2024-02-28,2025-07-21,SQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,15324.2,UK,Mumbai,Won
C003750,1749,2025-07-22,2025-05-09,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,43322.44,Germany,Delhi,Lost
C003751,4028,2025-06-08,2024-11-14,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,42135.77,USA,Delhi,Won
C003752,4135,2024-11-26,2025-03-13,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,41705.11,USA,Mumbai,Won
C003753,4250,2024-08-04,2024-09-24,SQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,5051.39,India,Bangalore,Won
C003754,2894,2025-08-14,2025-03-19,Lost,Instagram Ads > Website > Email > Purchase,,45592.8,UK,Sydney,Won
C003755,2084,2024-10-01,2025-10-21,MQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,21650.56,Germany,Berlin,Won
C003756,1010,2025-10-09,2024-06-26,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,476.93,Germany,,Won
C003757,2551,2025-09-03,2025-05-25,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,357.44,Australia,Mumbai,Lost
C003758,4126,2024-09-01,2024-02-26,Won,Google Ads > Website > Email > Purchase,Analytics Suite,33489.66,Australia,London,Lost
C003759,2735,2024-01-29,2025-01-06,Won,LinkedIn Ads > Demo > Purchase,,36948.22,India,,Won
C003760,2335,2024-02-26,2024-12-16,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,15546.84,UK,London,Lost
C003761,1124,2025-12-05,2025-03-29,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,31321.31,Australia,Sydney,Won
C003762,2797,2025-02-27,2025-04-20,Lead,Google Ads > Website > Email > Purchase,Basic Plan,1880.81,India,Bangalore,Won
C003763,2243,2024-11-03,2025-09-28,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,38443.54,India,Delhi,Lost
C003764,1223,2025-01-30,2025-05-12,Lead,YouTube Ads > Website > Direct > Purchase,Marketing Suite,40034.6,Australia,,Won
C003765,1225,2025-10-26,2025-05-03,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,13169.88,India,Sydney,Won
C003766,1214,2025-06-11,2024-12-17,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,33206.42,India,Berlin,Won
C003767,1161,2024-08-31,2024-02-22,Lost,Instagram Ads > Website > Email > Purchase,Basic Plan,16284.14,Germany,Delhi,Lost
C003768,2135,2024-06-24,2024-07-16,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,42134.08,UK,Berlin,Won
C003769,2873,2024-01-09,2024-05-04,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,30059.48,USA,Delhi,Lost
C003770,3914,2025-11-20,2024-05-20,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,44639.74,India,London,Lost
C003771,3025,2025-10-24,2024-08-01,MQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,36969.79,UK,Mumbai,Won
C003772,1071,2024-12-02,2024-02-01,Won,Facebook Ads > Website > Direct > Purchase,,9959.15,Australia,New York,Lost
C003773,2872,2024-10-07,2025-12-02,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,9583.18,USA,Berlin,Won
C003774,2572,2025-05-10,2025-06-23,Lost,Instagram Ads > Website > Email > Purchase,Pro Plan,12419.79,Australia,London,Won
C003775,1572,2024-09-25,2024-08-12,Opportunity,LinkedIn Ads > Demo > Purchase,Marketing Suite,1303.41,Australia,Bangalore,Won
C003776,4054,2024-03-17,2024-07-07,Lost,Google Ads > Website > Email > Purchase,,23869.68,UK,London,Won
C003777,3308,2024-02-13,2024-09-13,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,36543.84,Germany,Berlin,Won
C003778,3411,2024-12-22,2024-06-26,Opportunity,LinkedIn Ads > Demo > Purchase,Basic Plan,37812.95,India,New York,Won
C003779,3387,2024-12-12,2024-08-31,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,33740.44,USA,Berlin,Won
C003780,3177,2024-03-07,2024-03-22,Lead,Facebook Ads > Website > Direct > Purchase,Analytics Suite,2186.03,UK,London,Lost
C003781,1414,2025-10-18,2025-01-06,Lost,LinkedIn Ads > Demo > Purchase,Analytics Suite,11556.29,Australia,Berlin,Won
C003782,2476,2025-04-20,2024-09-10,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,44374.36,UK,Mumbai,Lost
C003783,4446,2024-08-12,2024-05-15,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,19297.65,Australia,New York,Won
C003784,2055,2025-08-16,2025-05-17,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,7124.82,Australia,Delhi,Won
C003785,2881,2024-05-28,2024-07-06,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,37307.03,Australia,Delhi,Won
C003786,1866,2024-01-24,2024-05-30,Opportunity,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,9001.62,Germany,,Won
C003787,4428,2024-10-23,2024-05-09,Lost,LinkedIn Ads > Demo > Purchase,Analytics Suite,22447.82,UK,Mumbai,Won
C003788,1168,2024-02-21,2024-02-15,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,32409.72,USA,Mumbai,Won
C003789,1567,2025-02-11,2025-10-22,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,6423.83,Germany,Mumbai,Won
C003790,4334,2025-07-25,2024-09-18,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,3141.13,Australia,Bangalore,Won
C003791,1776,2024-12-19,2025-10-28,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,28979.65,Australia,Sydney,Won
C003792,3824,2024-12-31,2024-04-27,Won,Google Ads > Website > Email > Purchase,Pro Plan,9321.13,USA,Bangalore,Won
C003793,3987,2024-09-04,2025-02-10,MQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,45631.61,UK,Sydney,Won
C003794,2552,2024-05-20,2025-08-31,Opportunity,YouTube Ads > Website > Direct > Purchase,Basic Plan,32280.68,USA,New York,Lost
C003795,1966,2024-05-30,2024-09-27,Lost,LinkedIn Ads > Demo > Purchase,Enterprise Plan,11628.54,USA,Sydney,Won
C003796,1102,2025-12-31,2024-07-12,MQL,LinkedIn Ads > Demo > Purchase,,24760.78,Germany,Berlin,Won
C003797,2387,2025-11-04,2024-03-13,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,17957.61,UK,New York,Won
C003798,1353,2025-10-26,2025-07-12,Opportunity,Facebook Ads > Website > Direct > Purchase,,11852.25,Australia,London,Won
C003799,3473,2025-01-10,2024-08-06,Opportunity,Instagram Ads > Website > Email > Purchase,Analytics Suite,9907.7,UK,Bangalore,Lost
C003800,4231,2025-05-08,2024-07-03,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,26832.86,India,London,Won
C003801,2224,2024-03-29,2024-05-31,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,22124.87,UK,London,Lost
C003802,3994,2024-07-17,2024-05-27,Lost,Google Ads > Website > Email > Purchase,Basic Plan,5302.73,UK,London,Won
C003803,2284,2025-03-10,2024-02-26,Lead,Google Ads > Website > Email > Purchase,,25150.76,Germany,Berlin,Lost
C003804,3485,2024-03-21,2024-05-02,MQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,44702.87,USA,,Won
C003805,3602,2025-01-02,2024-03-22,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,34981.04,Germany,Mumbai,Lost
C003806,3021,2024-04-08,2024-02-05,Opportunity,Instagram Ads > Website > Email > Purchase,Enterprise Plan,39811.86,Germany,Berlin,Won
C003807,1680,2024-06-19,2025-12-04,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,28110.92,UK,New York,Won
C003808,3445,2025-06-24,2024-09-09,Won,Google Ads > Website > Email > Purchase,Enterprise Plan,18480.2,Germany,Sydney,Won
C003809,1674,2025-01-09,2025-02-15,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,35179.98,Australia,New York,Won
C003810,2989,2024-10-26,2025-07-18,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,2761.75,USA,Berlin,Won
C003811,2809,2025-09-21,2025-08-08,SQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,16707.79,Germany,Mumbai,Won
C003812,4054,2025-01-06,2024-01-05,MQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,11507.04,India,Mumbai,Lost
C003813,2821,2025-07-18,2025-10-05,MQL,YouTube Ads > Website > Direct > Purchase,Analytics Suite,23492.11,Australia,Sydney,Lost
C003814,1656,2024-12-30,2025-08-14,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,779.77,Australia,Delhi,Won
C003815,1985,2024-07-04,2025-04-09,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,4065.58,USA,Mumbai,Won
C003816,1374,2025-01-22,2025-11-15,Opportunity,YouTube Ads > Website > Direct > Purchase,Analytics Suite,3796.45,India,Delhi,Won
C003817,1302,2024-09-26,2024-11-30,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,23246.08,India,Sydney,Won
C003818,1665,2024-12-17,2024-07-27,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,8162.63,UK,Mumbai,Lost
C003819,4082,2025-03-18,2024-04-02,Lost,LinkedIn Ads > Demo > Purchase,Analytics Suite,38719.64,UK,Sydney,Lost
C003820,1602,2024-06-01,2024-10-13,Lead,LinkedIn Ads > Demo > Purchase,Analytics Suite,22341.75,Germany,Sydney,Won
C003821,3061,2025-01-10,2025-03-14,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,6345.19,USA,Delhi,Won
C003822,2472,2024-10-07,2025-07-23,MQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,11851.41,India,New York,Won
C003823,1223,2025-04-20,2025-11-15,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,25663.67,UK,Berlin,Won
C003824,3507,2025-07-24,2025-10-16,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,33322.47,Germany,Sydney,Lost
C003825,1294,2024-07-13,2024-07-08,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,7444.39,USA,London,Won
C003826,2006,2024-10-04,2025-09-19,Won,Facebook Ads > Website > Direct > Purchase,Pro Plan,30664.18,USA,London,Won
C003827,3152,2025-04-06,2025-08-22,SQL,LinkedIn Ads > Demo > Purchase,,35511.26,Australia,Bangalore,Won
C003828,2380,2024-08-07,2024-07-02,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,49143.6,USA,Mumbai,Lost
C003829,3210,2025-12-09,2025-02-11,Opportunity,Facebook Ads > Website > Direct > Purchase,,37229.3,USA,,Lost
C003830,2437,2024-01-17,2025-04-03,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,10983.67,Germany,Bangalore,Won
C003831,1140,2024-11-28,2025-06-23,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,16441.46,Australia,Delhi,Won
C003832,2375,2025-07-03,2024-03-24,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,2301.7,UK,New York,Won
C003833,2102,2024-12-10,2024-04-24,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,4934.19,Australia,Mumbai,Won
C003834,2820,2024-09-11,2025-07-17,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,8822.86,Australia,Mumbai,Lost
C003835,1289,2025-09-30,2024-12-09,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,14145.41,Australia,Mumbai,Won
C003836,3269,2024-02-22,2024-03-03,Lost,Google Ads > Website > Email > Purchase,Pro Plan,39739.08,UK,New York,Won
C003837,2131,2025-01-27,2024-02-12,Lead,Google Ads > Website > Email > Purchase,Pro Plan,24726.1,Germany,,Won
C003838,4458,2025-12-29,2025-03-19,MQL,Google Ads > Website > Email > Purchase,Analytics Suite,46387.19,USA,Bangalore,Won
C003839,3869,2025-07-26,2025-10-03,MQL,Google Ads > Website > Email > Purchase,Basic Plan,45928.94,Australia,London,Won
C003840,3905,2025-06-08,2024-02-21,SQL,Google Ads > Website > Email > Purchase,Basic Plan,10724.28,India,Berlin,Won
C003841,3397,2024-06-25,2025-06-26,Lead,LinkedIn Ads > Demo > Purchase,Pro Plan,18023.23,Australia,Bangalore,Lost
C003842,2368,2025-12-27,2025-10-22,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,11026.85,USA,Bangalore,Won
C003843,1602,2025-04-04,2024-05-26,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,226.85,India,Mumbai,Won
C003844,1709,2025-12-10,2024-05-13,MQL,LinkedIn Ads > Demo > Purchase,Pro Plan,23867.44,Germany,Mumbai,Won
C003845,2489,2025-06-14,2024-08-19,Opportunity,Facebook Ads > Website > Direct > Purchase,Pro Plan,3416.3,USA,Bangalore,Won
C003846,3203,2025-07-20,2024-07-03,MQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,3247.81,USA,Delhi,Won
C003847,2930,2024-10-23,2024-08-24,Won,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,49576.89,Germany,Bangalore,Won
C003848,1754,2024-04-14,2024-09-16,Won,LinkedIn Ads > Demo > Purchase,Enterprise Plan,5289.68,USA,Berlin,Won
C003849,1419,2025-01-31,2025-06-22,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,12042.9,India,Delhi,Won
C003850,3718,2025-04-12,2025-01-23,MQL,Google Ads > Website > Email > Purchase,Analytics Suite,21205.72,India,Delhi,Lost
C003851,2878,2025-04-03,2024-02-07,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,8865.94,UK,,Won
C003852,2103,2024-08-12,2024-05-25,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,2589.59,Australia,Sydney,Won
C003853,1682,2025-01-03,2025-08-27,Won,Instagram Ads > Website > Email > Purchase,Analytics Suite,15128.46,Germany,Sydney,Won
C003854,2712,2024-02-18,2024-02-28,SQL,Google Ads > Website > Email > Purchase,,19886.15,UK,Delhi,Lost
C003855,3396,2025-07-03,2024-03-21,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,36805.2,Australia,New York,Won
C003856,2381,2025-05-31,2025-09-09,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,18118.29,Germany,Mumbai,Lost
C003857,3569,2025-09-30,2025-09-08,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,47299.69,Australia,Delhi,Won
C003858,2669,2024-07-05,2024-08-31,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,33469.53,Australia,Berlin,Won
C003859,2522,2024-09-04,2024-11-14,Lost,Google Ads > Website > Email > Purchase,Basic Plan,37663.21,Australia,Bangalore,Lost
C003860,4110,2024-08-16,2025-07-08,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,1101.28,India,New York,Won
C003861,1213,2025-04-10,2025-10-02,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,8556.12,India,Mumbai,Won
C003862,3101,2024-07-23,2024-09-25,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,19756.53,Australia,,Won
C003863,2218,2024-01-12,2024-05-17,Lost,LinkedIn Ads > Demo > Purchase,Marketing Suite,22248.8,USA,Sydney,Lost
C003864,2454,2024-06-06,2024-12-22,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,16111.8,Germany,Delhi,Won
C003865,3553,2024-03-09,2024-05-14,SQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,35198.65,Australia,Berlin,Lost
C003866,1097,2024-11-13,2025-06-16,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,34252.57,UK,Mumbai,Lost
C003867,3006,2025-05-12,2025-08-05,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,24604.31,India,Sydney,Won
C003868,3543,2025-10-08,2025-11-15,Opportunity,YouTube Ads > Website > Direct > Purchase,Pro Plan,25133.43,UK,New York,Won
C003869,3791,2024-03-23,2024-06-09,Won,Instagram Ads > Website > Email > Purchase,Marketing Suite,16582.37,USA,Bangalore,Won
C003870,2684,2024-06-23,2024-12-14,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,13407.47,Australia,,Won
C003871,3272,2025-10-07,2024-02-17,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,27740.76,USA,Mumbai,Won
C003872,1104,2024-11-28,2025-08-03,SQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,23687.9,UK,Sydney,Won
C003873,1735,2024-03-09,2024-10-11,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,18287.22,Germany,Mumbai,Won
C003874,1752,2025-06-25,2025-08-20,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,47845.6,UK,Mumbai,Lost
C003875,3829,2024-05-31,2024-06-16,Lead,Google Ads > Website > Email > Purchase,Pro Plan,39577.95,UK,Berlin,Lost
C003876,1414,2024-07-17,2024-07-27,Won,Google Ads > Website > Email > Purchase,Pro Plan,35089.59,Germany,Berlin,Won
C003877,2569,2024-04-18,2025-01-02,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,26954.67,India,Berlin,Lost
C003878,4046,2024-02-29,2025-11-14,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,31235.36,USA,New York,Won
C003879,3743,2025-03-27,2024-12-05,Won,LinkedIn Ads > Demo > Purchase,,16536.92,India,Delhi,Lost
C003880,3719,2024-07-01,2024-10-23,MQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,38412.94,Germany,Mumbai,Lost
C003881,2300,2024-04-30,2025-01-16,Won,Google Ads > Website > Email > Purchase,Basic Plan,35710.94,USA,Delhi,Lost
