session_id,user_id,session_date,traffic_source,utm_source,utm_medium,utm_campaign,device,city,country,pages_viewed,session_duration_sec,bounce_flag
S005848,1829,2025-02-14,Facebook Ads,Organic Search,organic,Campaign_XYZ,Desktop,Berlin,Australia,10,191,1
S005849,4081,2024-05-02,Instagram Ads,Email,social,Campaign_XYZ,Desktop,Berlin,UK,2,1274,0
S005850,3021,2024-11-29,Facebook Ads,Email,cpc,Summer Sale,Mobile,New York,Germany,24,745,0
S005851,1845,2024-12-05,LinkedIn Ads,Organic Search,social,Summer Sale,Desktop,Bangalore,India,6,1849,0
S005852,2543,2024-02-10,Email,Organic Search,email,Brand Awareness,Mobile,Mumbai,USA,22,2731,0
S005853,3140,2025-12-28,Organic Search,YouTube Ads,social,Product Launch,Mobile,New York,Australia,12,2313,1
S005854,1433,2024-03-13,LinkedIn Ads,Google Ads,organic,Summer Sale,Mobile,London,Australia,20,830,0
S005855,3364,2024-03-11,Organic Search,Facebook Ads,cpc,Summer Sale,Mobile,Sydney,Germany,11,3072,0
S005856,3596,2024-07-14,Facebook Ads,Organic Search,cpc,Summer Sale,Desktop,Berlin,Australia,13,777,1
S005857,2236,2025-03-22,YouTube Ads,Instagram Ads,cpc,Campaign_XYZ,Mobile,Sydney,India,13,1459,0
S005858,4102,2024-11-26,Email,Instagram Ads,cpc,Summer Sale,Mobile,New York,USA,23,2644,1
S005859,2133,2025-12-08,Organic Search,Google Ads,email,Summer Sale,Mobile,Sydney,Germany,12,3526,0
S005860,2175,2024-08-07,Instagram Ads,YouTube Ads,organic,Product Launch,Mobile,Bangalore,Germany,11,935,0
S005861,4432,2024-07-01,Facebook Ads,YouTube Ads,email,Black Friday,Mobile,Delhi,UK,11,372,0
S005862,1340,2024-06-25,Instagram Ads,Facebook Ads,cpc,Summer Sale,Mobile,Bangalore,Germany,6,1409,0
S005863,3498,2025-04-19,Facebook Ads,LinkedIn Ads,organic,Retargeting,Mobile,Bangalore,USA,16,1501,0
S005864,1479,2024-12-25,Email,Organic Search,email,Black Friday,Mobile,Mumbai,India,7,3395,0
S005865,2213,2025-10-07,Instagram Ads,LinkedIn Ads,social,Brand Awareness,Desktop,Mumbai,Australia,21,3045,1
S005866,1645,2025-04-09,Facebook Ads,Google Ads,organic,Product Launch,Mobile,Unknown,India,8,883,0
S005867,2074,2024-08-22,LinkedIn Ads,Organic Search,organic,Summer Sale,Desktop,Bangalore,India,11,2806,0
S005868,3446,2025-03-12,Organic Search,Google Ads,social,Festive Offer,Desktop,Delhi,USA,6,2242,1
S005869,2441,2024-05-19,Facebook Ads,LinkedIn Ads,cpc,Brand Awareness,Mobile,Delhi,UK,13,1391,0
S005870,1941,2025-05-02,LinkedIn Ads,Organic Search,social,Black Friday,Desktop,Mumbai,Germany,7,3325,0
S005871,3797,2024-10-11,YouTube Ads,Email,organic,Black Friday,Mobile,Berlin,UK,12,817,0
S005872,4147,2025-08-24,Facebook Ads,Facebook Ads,social,Product Launch,Desktop,Delhi,UK,16,1206,0
S005873,1252,2024-11-23,Instagram Ads,Facebook Ads,social,Product Launch,Desktop,Bangalore,UK,22,488,0
S005874,2745,2024-02-20,YouTube Ads,Google Ads,cpc,Summer Sale,Mobile,Bangalore,Australia,24,318,0
S005875,1664,2025-11-28,LinkedIn Ads,Instagram Ads,social,Retargeting,Desktop,London,India,2,237,1
S005876,3981,2025-04-22,Organic Search,Instagram Ads,cpc,Product Launch,Mobile,London,India,18,3045,0
S005877,3749,2024-10-12,YouTube Ads,LinkedIn Ads,organic,Black Friday,Mobile,Bangalore,UK,18,829,0
S005878,2601,2024-11-15,Facebook Ads,YouTube Ads,email,Brand Awareness,Tablet,Bangalore,UK,20,1063,0
S005879,1340,2025-09-25,Google Ads,Organic Search,social,Brand Awareness,Mobile,Mumbai,Germany,1,1112,0
S005880,3582,2024-06-27,Organic Search,YouTube Ads,social,Brand Awareness,Mobile,Sydney,Australia,17,587,0
S005881,2952,2024-05-11,Facebook Ads,Instagram Ads,organic,Product Launch,Desktop,Unknown,Germany,3,2202,1
S005882,2981,2025-08-22,LinkedIn Ads,Facebook Ads,organic,Unknown,Desktop,Unknown,Australia,20,2901,0
S005883,2050,2025-12-30,YouTube Ads,LinkedIn Ads,email,Black Friday,Tablet,Delhi,UK,24,2667,0
S005884,3364,2024-07-18,Google Ads,Organic Search,email,Campaign_XYZ,Mobile,Berlin,Australia,6,173,1
S005885,2143,2025-08-29,Email,Organic Search,cpc,Product Launch,Mobile,Sydney,India,13,944,0
S005886,3026,2025-08-16,Organic Search,Organic Search,social,Product Launch,Mobile,Bangalore,USA,4,1530,0
S005887,1156,2025-03-20,Email,Google Ads,organic,Unknown,Tablet,Sydney,India,9,862,0
S005888,3606,2025-11-04,Email,Organic Search,email,Brand Awareness,Mobile,New York,UK,8,2913,1
S005889,4365,2024-11-10,Instagram Ads,YouTube Ads,social,Unknown,Mobile,New York,India,8,2075,0
S005890,3896,2024-03-13,YouTube Ads,Instagram Ads,email,Brand Awareness,Tablet,London,Australia,17,2855,1
S005891,4143,2025-11-16,YouTube Ads,Organic Search,social,Summer Sale,Desktop,Sydney,Australia,22,1582,1
S005892,2814,2024-01-02,Facebook Ads,YouTube Ads,organic,Summer Sale,Mobile,Mumbai,UK,15,138,0
S005893,2337,2025-09-10,Instagram Ads,Email,email,Product Launch,Desktop,Bangalore,Germany,15,2520,0
S005894,3739,2025-11-09,Google Ads,Facebook Ads,email,Summer Sale,Desktop,Bangalore,Australia,12,61,0
S005895,4217,2024-01-21,YouTube Ads,Facebook Ads,email,Black Friday,Desktop,Sydney,India,8,1858,1
S005896,3091,2025-04-06,Facebook Ads,YouTube Ads,email,Product Launch,Desktop,New York,UK,22,2676,0
S005897,4143,2024-12-15,Facebook Ads,Facebook Ads,social,Black Friday,Desktop,Mumbai,India,19,584,0
S005898,3227,2025-07-07,Google Ads,Google Ads,email,Brand Awareness,Tablet,New York,USA,12,3109,0
S005899,3391,2024-04-24,Instagram Ads,Google Ads,social,Summer Sale,Desktop,Berlin,UK,4,1456,1
S005900,2500,2025-01-05,Instagram Ads,Instagram Ads,social,Unknown,Desktop,Sydney,India,9,446,0
S005901,2994,2024-01-17,Facebook Ads,LinkedIn Ads,email,Product Launch,Mobile,Delhi,Germany,24,2960,0
S005902,1044,2024-10-15,Instagram Ads,Facebook Ads,email,Campaign_XYZ,Mobile,Unknown,Germany,16,3498,0
S005903,3979,2024-11-26,Instagram Ads,Email,email,Brand Awareness,Desktop,Bangalore,India,14,2889,1
S005904,3887,2025-05-18,Facebook Ads,LinkedIn Ads,organic,Festive Offer,Mobile,London,Australia,14,1915,0
S005905,2219,2024-02-11,YouTube Ads,Organic Search,social,Festive Offer,Mobile,New York,Australia,2,406,0
S005906,3861,2024-08-16,YouTube Ads,YouTube Ads,social,Summer Sale,Mobile,Bangalore,India,6,1843,1
S005907,1599,2024-05-11,Email,Organic Search,email,Campaign_XYZ,Mobile,Delhi,Australia,24,1939,0
S005908,3352,2025-05-01,Instagram Ads,Instagram Ads,cpc,Summer Sale,Desktop,New York,Australia,20,2603,0
S005909,2153,2025-09-09,Facebook Ads,Facebook Ads,organic,Black Friday,Desktop,Bangalore,Australia,20,2464,0
S005910,3635,2024-05-18,YouTube Ads,Email,social,Summer Sale,Desktop,London,UK,18,1984,0
S005911,4275,2024-05-28,Email,Google Ads,organic,Product Launch,Tablet,Bangalore,Australia,13,1737,0
S005912,3033,2025-01-22,Email,YouTube Ads,organic,Black Friday,Mobile,Delhi,Australia,18,2817,1
S005913,4033,2024-08-26,YouTube Ads,Organic Search,organic,Black Friday,Desktop,Mumbai,India,15,3330,0
S005914,2367,2024-09-25,Email,Organic Search,social,Product Launch,Desktop,Sydney,UK,21,67,0
S005915,1958,2024-10-13,Facebook Ads,Google Ads,email,Product Launch,Mobile,Unknown,USA,19,1313,1
S005916,1937,2025-01-22,Google Ads,YouTube Ads,cpc,Brand Awareness,Mobile,Berlin,UK,1,3523,0
S005917,2595,2024-09-11,Organic Search,Email,email,Campaign_XYZ,Mobile,Bangalore,Australia,7,2657,0
S005918,3362,2024-09-28,Email,Email,cpc,Product Launch,Mobile,Mumbai,USA,15,1745,0
S005919,4096,2024-04-13,Organic Search,Organic Search,social,Brand Awareness,Desktop,Berlin,India,15,3135,0
S005920,3024,2024-02-18,Instagram Ads,Google Ads,cpc,Retargeting,Mobile,Mumbai,Australia,10,1812,0
S005921,4471,2024-10-24,Organic Search,Email,email,Retargeting,Desktop,Berlin,Australia,19,3335,0
S005922,2472,2024-12-07,Instagram Ads,Google Ads,social,Campaign_XYZ,Tablet,Berlin,India,1,361,0
S005923,3301,2024-11-07,Email,Instagram Ads,email,Festive Offer,Desktop,Sydney,UK,4,3222,0
S005924,2916,2025-04-22,YouTube Ads,Instagram Ads,organic,Festive Offer,Desktop,Bangalore,UK,8,2840,0
S005925,4487,2025-05-14,Facebook Ads,Facebook Ads,organic,Summer Sale,Mobile,Delhi,Germany,10,2483,0
S005926,3479,2025-07-04,LinkedIn Ads,Google Ads,email,Festive Offer,Desktop,Mumbai,Germany,18,1505,0
S005927,3812,2024-08-21,Organic Search,LinkedIn Ads,email,Retargeting,Mobile,Mumbai,Australia,5,2879,0
S005928,2848,2025-11-15,Organic Search,YouTube Ads,organic,Black Friday,Mobile,Bangalore,USA,18,3055,0
S005929,2943,2024-10-30,Email,Email,cpc,Unknown,Desktop,Delhi,USA,17,75,0
S005930,4303,2024-11-14,Organic Search,Facebook Ads,email,Summer Sale,Desktop,Berlin,UK,21,881,1
S005931,1498,2025-06-18,LinkedIn Ads,Organic Search,organic,Festive Offer,Mobile,New York,India,4,524,0
S005932,1119,2024-12-31,Organic Search,Instagram Ads,cpc,Festive Offer,Mobile,Berlin,USA,9,891,1
S005933,1673,2024-10-27,Facebook Ads,YouTube Ads,social,Retargeting,Mobile,New York,Germany,20,2142,1
S005934,2713,2024-01-03,Facebook Ads,YouTube Ads,cpc,Festive Offer,Mobile,London,Germany,2,1612,0
S005935,4027,2024-09-03,Google Ads,Email,organic,Retargeting,Desktop,Bangalore,Australia,7,2972,1
S005936,1603,2024-09-20,Organic Search,Organic Search,email,Campaign_XYZ,Mobile,Mumbai,USA,19,738,0
S005937,4123,2025-05-01,LinkedIn Ads,Instagram Ads,social,Black Friday,Desktop,Delhi,USA,19,2608,1
S005938,4167,2025-05-30,Organic Search,Facebook Ads,email,Brand Awareness,Tablet,Mumbai,UK,22,2245,1
S005939,2597,2024-08-06,Facebook Ads,LinkedIn Ads,social,Festive Offer,Desktop,New York,Germany,15,3134,0
S005940,4444,2025-07-01,Facebook Ads,LinkedIn Ads,social,Summer Sale,Mobile,Delhi,India,21,2675,0
S005941,4255,2025-09-15,Instagram Ads,Instagram Ads,cpc,Campaign_XYZ,Desktop,Delhi,UK,3,662,1
S005942,2532,2024-11-24,LinkedIn Ads,YouTube Ads,email,Unknown,Tablet,Sydney,Germany,4,2835,0
S005943,1301,2025-08-12,Facebook Ads,Instagram Ads,organic,Product Launch,Tablet,Berlin,Germany,12,3204,0
S005944,4110,2024-04-22,LinkedIn Ads,YouTube Ads,social,Campaign_XYZ,Desktop,Bangalore,India,5,1237,1
S005945,3598,2024-08-17,Facebook Ads,Google Ads,email,Festive Offer,Desktop,Sydney,India,7,2255,0
S005946,4000,2025-12-07,Email,Organic Search,cpc,Product Launch,Mobile,Bangalore,USA,13,414,0
S005947,2819,2025-01-28,Organic Search,Email,cpc,Retargeting,Mobile,London,Australia,13,1832,0
S005948,3724,2024-08-12,LinkedIn Ads,YouTube Ads,email,Unknown,Mobile,Berlin,India,2,215,0
S005949,1857,2025-01-10,Organic Search,Google Ads,social,Product Launch,Desktop,Bangalore,USA,6,1835,1
S005950,4290,2024-05-25,Google Ads,YouTube Ads,cpc,Product Launch,Mobile,Mumbai,Australia,4,2217,0
S005951,1190,2024-10-09,Google Ads,Google Ads,cpc,Summer Sale,Mobile,Berlin,India,21,2104,0
S005952,4320,2024-03-14,Google Ads,Email,organic,Campaign_XYZ,Desktop,Delhi,Germany,5,2022,1
S005953,3458,2024-10-22,YouTube Ads,Facebook Ads,social,Campaign_XYZ,Mobile,Sydney,India,10,1340,1
S005954,3604,2024-04-13,Organic Search,Organic Search,organic,Summer Sale,Desktop,Mumbai,USA,8,1112,1
S005955,2914,2025-10-15,Facebook Ads,LinkedIn Ads,social,Brand Awareness,Desktop,London,Australia,21,3221,1
S005956,1398,2025-11-17,Organic Search,Google Ads,cpc,Unknown,Mobile,Delhi,Germany,10,106,1
S005957,1879,2025-12-03,Instagram Ads,YouTube Ads,cpc,Black Friday,Desktop,London,Germany,5,1570,0
S005958,1085,2025-10-12,Organic Search,Google Ads,organic,Festive Offer,Desktop,Delhi,Australia,2,58,1
S005959,4370,2025-11-01,YouTube Ads,YouTube Ads,social,Black Friday,Mobile,Unknown,Germany,5,767,0
S005960,3710,2025-11-27,LinkedIn Ads,LinkedIn Ads,cpc,Brand Awareness,Tablet,Bangalore,Germany,17,624,0
S005961,2598,2024-05-07,Facebook Ads,Facebook Ads,email,Campaign_XYZ,Desktop,Berlin,USA,1,3179,0
S005962,2637,2025-10-27,Facebook Ads,Google Ads,cpc,Campaign_XYZ,Desktop,New York,USA,20,127,1
S005963,3759,2024-12-05,Organic Search,YouTube Ads,organic,Retargeting,Tablet,Berlin,UK,18,1348,0
S005964,3932,2025-11-30,YouTube Ads,Organic Search,email,Brand Awareness,Desktop,Unknown,Germany,21,1538,1
S005965,4447,2025-04-07,Organic Search,LinkedIn Ads,social,Brand Awareness,Mobile,New York,India,3,1463,1
S005966,2085,2025-05-12,Facebook Ads,Email,email,Brand Awareness,Desktop,New York,UK,11,528,0
S005967,3814,2025-02-16,Facebook Ads,Instagram Ads,social,Retargeting,Tablet,Bangalore,Australia,9,1872,1
S005968,2910,2025-01-28,LinkedIn Ads,Email,social,Retargeting,Mobile,London,UK,6,3332,1
S005969,1866,2024-02-19,Instagram Ads,Instagram Ads,email,Campaign_XYZ,Desktop,Mumbai,Australia,2,3530,0
S005970,1693,2024-09-10,LinkedIn Ads,Google Ads,organic,Campaign_XYZ,Mobile,New York,Australia,5,1183,0
S005971,3280,2025-06-04,Email,Email,social,Black Friday,Mobile,London,USA,12,1900,1
S005972,4405,2024-12-09,YouTube Ads,Email,organic,Product Launch,Desktop,New York,USA,18,2392,0
S005973,3177,2024-08-16,Facebook Ads,Email,email,Retargeting,Mobile,New York,USA,8,2094,0
S005974,3296,2025-08-26,Organic Search,LinkedIn Ads,email,Festive Offer,Tablet,Bangalore,USA,5,833,0
S005975,4074,2024-07-29,Facebook Ads,Email,cpc,Summer Sale,Tablet,Sydney,UK,12,971,0
S005976,3881,2025-06-24,Instagram Ads,Google Ads,cpc,Unknown,Desktop,Berlin,Germany,8,981,1
S005977,3348,2024-02-20,Instagram Ads,YouTube Ads,email,Brand Awareness,Mobile,Unknown,USA,23,262,0
S005978,4469,2024-11-04,Google Ads,YouTube Ads,email,Brand Awareness,Desktop,New York,Germany,22,1956,1
S005979,3822,2024-06-16,Organic Search,Instagram Ads,email,Summer Sale,Desktop,Sydney,UK,23,2015,0
S005980,4074,2025-03-23,Instagram Ads,YouTube Ads,cpc,Brand Awareness,Desktop,Bangalore,UK,9,29,0
S005981,2459,2025-11-21,LinkedIn Ads,Email,organic,Black Friday,Mobile,Delhi,UK,1,2356,0
S005982,2430,2024-11-10,Email,YouTube Ads,organic,Product Launch,Mobile,New York,UK,13,2248,1
S005983,1396,2024-04-05,Facebook Ads,Google Ads,organic,Summer Sale,Desktop,Delhi,India,1,74,0
S005984,3620,2025-01-11,LinkedIn Ads,Instagram Ads,cpc,Black Friday,Mobile,Mumbai,Australia,20,1001,0
S005985,2531,2024-08-15,LinkedIn Ads,Facebook Ads,social,Black Friday,Tablet,Unknown,India,3,1659,0
S005986,1427,2024-02-07,LinkedIn Ads,Organic Search,social,Festive Offer,Mobile,Unknown,India,11,1852,1
S005987,4081,2024-06-30,LinkedIn Ads,YouTube Ads,organic,Black Friday,Mobile,London,Australia,12,1423,0
S005988,1738,2025-10-07,LinkedIn Ads,Instagram Ads,organic,Product Launch,Mobile,London,UK,9,2361,0
S005989,4488,2024-12-30,LinkedIn Ads,Organic Search,email,Black Friday,Desktop,Berlin,USA,9,2875,0
S005990,3967,2025-09-14,Facebook Ads,Email,cpc,Festive Offer,Desktop,Unknown,Australia,9,2071,1
S005991,1780,2025-05-13,LinkedIn Ads,Facebook Ads,social,Retargeting,Mobile,Sydney,UK,23,2934,0
S005992,1737,2025-06-30,YouTube Ads,Facebook Ads,organic,Product Launch,Mobile,Mumbai,USA,13,3323,1
S005993,4316,2024-08-14,LinkedIn Ads,Email,email,Retargeting,Mobile,New York,Australia,15,1174,0
S005994,1018,2024-12-03,Google Ads,Instagram Ads,organic,Festive Offer,Mobile,Delhi,Germany,10,1908,0
S005995,1723,2025-11-18,Email,Google Ads,organic,Festive Offer,Mobile,London,India,17,2585,1
S005996,4133,2025-10-23,LinkedIn Ads,Instagram Ads,social,Festive Offer,Desktop,Delhi,USA,23,1963,0
S005997,1706,2024-11-13,Google Ads,Facebook Ads,email,Black Friday,Mobile,London,USA,10,1535,0
S005998,2618,2024-02-11,Facebook Ads,Facebook Ads,email,Product Launch,Desktop,London,Australia,10,296,0
S005999,1942,2024-08-22,YouTube Ads,Facebook Ads,organic,Retargeting,Desktop,Delhi,Australia,8,3541,0
S006000,2566,2024-05-22,Organic Search,Email,cpc,Campaign_XYZ,Tablet,Berlin,Australia,21,536,0
S006001,2426,2025-11-13,Facebook Ads,Instagram Ads,organic,Campaign_XYZ,Desktop,Bangalore,USA,6,3049,0
S006002,3089,2025-06-15,Facebook Ads,Organic Search,cpc,Retargeting,Tablet,Bangalore,Germany,23,3154,1
S006003,4290,2024-07-03,LinkedIn Ads,YouTube Ads,social,Unknown,Mobile,Sydney,USA,15,3121,0
S006004,1266,2025-02-05,Google Ads,Facebook Ads,social,Brand Awareness,Mobile,Sydney,Australia,22,270,0
S006005,3286,2024-11-19,YouTube Ads,Instagram Ads,cpc,Brand Awareness,Mobile,Unknown,USA,15,1270,1
S006006,4367,2024-01-28,LinkedIn Ads,Google Ads,social,Product Launch,Desktop,New York,Germany,18,3366,0
S006007,1369,2025-12-11,Organic Search,YouTube Ads,social,Retargeting,Mobile,Mumbai,India,21,202,0
S006008,1712,2024-09-26,Google Ads,LinkedIn Ads,organic,Summer Sale,Mobile,Berlin,USA,14,2504,0
S006009,3470,2024-09-09,Email,Google Ads,cpc,Product Launch,Mobile,Bangalore,Germany,23,3240,0
S006010,2366,2024-09-06,LinkedIn Ads,YouTube Ads,cpc,Festive Offer,Mobile,Sydney,Australia,3,2249,1
S006011,3951,2025-01-04,Organic Search,Email,cpc,Black Friday,Desktop,London,Australia,14,2428,0
S006012,3721,2024-10-20,Facebook Ads,Google Ads,email,Campaign_XYZ,Tablet,London,India,11,2345,1
S006013,1937,2024-12-24,Google Ads,LinkedIn Ads,cpc,Summer Sale,Tablet,New York,India,2,1912,0
S006014,3810,2024-07-16,Email,Facebook Ads,email,Campaign_XYZ,Mobile,Delhi,Germany,11,1097,0
S006015,1720,2024-07-07,Instagram Ads,Google Ads,organic,Unknown,Desktop,New York,Australia,21,2476,1
S006016,1687,2024-06-02,LinkedIn Ads,Google Ads,cpc,Product Launch,Desktop,Delhi,UK,15,430,1
S006017,2643,2025-09-18,Facebook Ads,Organic Search,cpc,Festive Offer,Mobile,London,India,22,3199,0
S006018,4173,2025-11-11,Google Ads,Email,social,Festive Offer,Desktop,Berlin,Australia,6,2505,0
S006019,2934,2025-12-08,Facebook Ads,Email,email,Festive Offer,Desktop,Sydney,UK,11,1162,0
S006020,2310,2024-08-07,LinkedIn Ads,YouTube Ads,cpc,Brand Awareness,Desktop,New York,Australia,22,2856,0
S006021,1046,2025-04-05,Email,Email,organic,Product Launch,Mobile,Berlin,Germany,23,1899,0
S006022,1047,2025-09-01,Organic Search,Instagram Ads,social,Festive Offer,Desktop,Sydney,Australia,9,513,0
S006023,1386,2024-06-22,LinkedIn Ads,YouTube Ads,organic,Black Friday,Desktop,Bangalore,USA,23,883,1
S006024,2324,2024-07-28,LinkedIn Ads,Instagram Ads,social,Brand Awareness,Mobile,Delhi,UK,1,2224,0
S006025,2201,2024-05-31,YouTube Ads,LinkedIn Ads,organic,Product Launch,Mobile,Unknown,UK,1,2191,1
S006026,4362,2024-12-15,Organic Search,YouTube Ads,social,Festive Offer,Desktop,Bangalore,Australia,3,2271,0
S006027,3083,2025-09-17,Organic Search,Email,organic,Campaign_XYZ,Desktop,Sydney,Australia,24,1933,1
S006028,1409,2024-05-17,Organic Search,Google Ads,organic,Unknown,Mobile,London,UK,17,1518,0
S006029,3174,2025-07-30,YouTube Ads,LinkedIn Ads,organic,Product Launch,Desktop,Mumbai,Australia,4,3520,0
S006030,1563,2024-07-05,LinkedIn Ads,YouTube Ads,email,Festive Offer,Mobile,London,UK,19,3492,0
S006031,2303,2025-01-10,Email,Facebook Ads,email,Retargeting,Mobile,Bangalore,UK,11,2917,0
S006032,4333,2025-01-26,YouTube Ads,LinkedIn Ads,email,Black Friday,Mobile,Bangalore,Germany,23,3329,0
S006033,2331,2024-09-03,Email,Organic Search,social,Retargeting,Desktop,Delhi,UK,19,1703,1
S006034,1027,2025-08-18,Organic Search,Facebook Ads,cpc,Black Friday,Mobile,New York,Australia,5,116,1
S006035,3092,2025-06-17,Facebook Ads,YouTube Ads,social,Campaign_XYZ,Desktop,London,Australia,13,1005,0
S006036,3637,2025-03-16,Google Ads,YouTube Ads,email,Retargeting,Desktop,Delhi,Australia,18,1631,0
S006037,2574,2025-03-11,YouTube Ads,YouTube Ads,email,Product Launch,Desktop,Unknown,Australia,15,2532,0
S006038,1650,2024-10-30,YouTube Ads,Instagram Ads,cpc,Festive Offer,Mobile,Bangalore,UK,3,733,0
S006039,2739,2024-04-29,Email,LinkedIn Ads,organic,Product Launch,Desktop,Delhi,UK,1,939,0
S006040,2272,2024-03-28,Email,LinkedIn Ads,social,Black Friday,Mobile,Berlin,USA,12,637,0
S006041,2713,2025-02-09,YouTube Ads,Email,cpc,Black Friday,Desktop,Berlin,USA,19,2389,0
S006042,3209,2025-03-08,YouTube Ads,Facebook Ads,social,Product Launch,Mobile,London,India,8,3596,1
S006043,1802,2025-04-20,Email,Email,email,Festive Offer,Desktop,New York,USA,19,1729,0
S006044,1627,2025-10-03,Instagram Ads,Email,social,Retargeting,Desktop,Bangalore,Australia,1,2856,1
S006045,3292,2025-07-02,Google Ads,Facebook Ads,organic,Product Launch,Mobile,New York,India,22,3303,1
S006046,1790,2024-05-28,Facebook Ads,Email,email,Campaign_XYZ,Desktop,Berlin,USA,1,1343,0
S006047,1128,2025-05-22,YouTube Ads,Facebook Ads,social,Festive Offer,Desktop,London,Australia,13,2226,0
S006048,2939,2024-10-08,Organic Search,LinkedIn Ads,email,Festive Offer,Desktop,Berlin,India,19,1876,0
S006049,3719,2025-10-16,Instagram Ads,Email,social,Brand Awareness,Desktop,Bangalore,USA,2,1845,0
S006050,1097,2025-04-27,LinkedIn Ads,Facebook Ads,organic,Black Friday,Desktop,New York,Australia,11,2569,0
S006051,3741,2025-07-12,LinkedIn Ads,Google Ads,email,Brand Awareness,Mobile,Berlin,Germany,3,1810,1
S006052,2137,2024-09-27,Instagram Ads,Email,organic,Black Friday,Desktop,Berlin,Germany,10,2844,0
S006053,4405,2025-08-20,Facebook Ads,YouTube Ads,social,Summer Sale,Tablet,Bangalore,UK,2,1764,0
S006054,1708,2025-01-19,Instagram Ads,Email,email,Campaign_XYZ,Desktop,Berlin,UK,17,2532,0
S006055,3263,2025-03-11,LinkedIn Ads,Facebook Ads,social,Product Launch,Desktop,Mumbai,India,11,2435,1
S006056,4476,2025-04-18,YouTube Ads,Google Ads,social,Unknown,Desktop,Sydney,Australia,5,1980,1
S006057,3881,2025-05-23,LinkedIn Ads,Facebook Ads,email,Brand Awareness,Desktop,Bangalore,UK,4,1319,1
S006058,2406,2025-01-28,Organic Search,Organic Search,social,Festive Offer,Desktop,Berlin,USA,17,2627,0
S006059,3505,2024-05-05,Google Ads,Email,email,Black Friday,Desktop,Berlin,India,3,3201,0
S006060,3188,2025-10-21,Google Ads,YouTube Ads,email,Product Launch,Mobile,Bangalore,UK,5,1325,0
S006061,3782,2024-06-24,LinkedIn Ads,Google Ads,organic,Retargeting,Mobile,Bangalore,Australia,7,638,0
S006062,2581,2024-09-05,LinkedIn Ads,YouTube Ads,organic,Retargeting,Mobile,Bangalore,USA,17,2680,0
S006063,3967,2025-05-27,YouTube Ads,Email,cpc,Festive Offer,Mobile,Berlin,USA,9,3219,0
S006064,2399,2024-11-27,YouTube Ads,Organic Search,social,Unknown,Desktop,Mumbai,USA,7,951,1
S006065,4104,2025-01-16,Google Ads,Instagram Ads,social,Black Friday,Desktop,Mumbai,Australia,3,1613,0
S006066,2576,2024-01-24,Organic Search,Email,email,Campaign_XYZ,Mobile,Bangalore,Germany,21,42,1
S006067,2751,2025-12-04,Email,YouTube Ads,organic,Brand Awareness,Mobile,Bangalore,USA,5,3031,1
S006068,2536,2025-05-05,Organic Search,LinkedIn Ads,social,Black Friday,Desktop,London,Germany,23,1595,1
S006069,4336,2025-01-04,Organic Search,YouTube Ads,social,Retargeting,Mobile,London,India,2,2366,0
S006070,1990,2025-03-21,Facebook Ads,Instagram Ads,social,Campaign_XYZ,Mobile,London,USA,20,615,1
S006071,3234,2025-03-13,Organic Search,Facebook Ads,social,Brand Awareness,Desktop,Bangalore,Australia,21,3533,0
S006072,2144,2024-01-25,Email,Organic Search,email,Brand Awareness,Desktop,London,Australia,19,2093,0
S006073,1087,2025-09-06,LinkedIn Ads,LinkedIn Ads,email,Brand Awareness,Tablet,Delhi,USA,16,1358,0
S006074,3986,2024-01-01,YouTube Ads,Email,email,Product Launch,Mobile,Berlin,UK,7,2780,0
S006075,2561,2025-08-29,Organic Search,Instagram Ads,cpc,Summer Sale,Mobile,Mumbai,UK,8,970,0
S006076,3598,2024-02-27,LinkedIn Ads,YouTube Ads,cpc,Unknown,Desktop,New York,Germany,2,2035,1
S006077,1821,2025-08-02,Google Ads,Instagram Ads,cpc,Brand Awareness,Mobile,Bangalore,USA,22,2455,0
S006078,2396,2025-02-23,YouTube Ads,Facebook Ads,cpc,Campaign_XYZ,Mobile,Mumbai,Germany,2,2156,0
S006079,1149,2025-12-15,Email,LinkedIn Ads,organic,Brand Awareness,Desktop,Mumbai,USA,21,3555,0
S006080,4424,2025-05-16,Instagram Ads,Google Ads,cpc,Campaign_XYZ,Mobile,New York,Germany,15,2666,1
S006081,2760,2024-10-01,Google Ads,Instagram Ads,email,Festive Offer,Desktop,New York,India,6,496,0
S006082,2934,2024-07-19,LinkedIn Ads,Organic Search,cpc,Product Launch,Desktop,Berlin,Australia,4,184,0
S006083,1469,2024-06-18,YouTube Ads,Organic Search,cpc,Product Launch,Mobile,Delhi,UK,23,1270,0
S006084,3511,2024-10-23,Google Ads,Email,social,Black Friday,Mobile,Delhi,UK,24,1368,0
S006085,4426,2024-01-20,LinkedIn Ads,Email,cpc,Summer Sale,Desktop,Delhi,India,14,1650,1
S006086,1344,2025-04-01,Facebook Ads,Instagram Ads,email,Unknown,Mobile,Berlin,Australia,7,219,0
S006087,2634,2025-05-07,Email,Organic Search,cpc,Brand Awareness,Desktop,New York,UK,21,1392,1
S006088,2645,2025-03-16,YouTube Ads,Organic Search,social,Festive Offer,Tablet,London,India,21,2984,1
S006089,1612,2024-08-15,Organic Search,YouTube Ads,email,Summer Sale,Desktop,Berlin,UK,14,96,0
S006090,2392,2025-07-07,Facebook Ads,LinkedIn Ads,organic,Product Launch,Tablet,Bangalore,UK,19,2391,0
