spend_id,date,channel,campaign,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,country
6079,2024-03-30,YouTube Ads,Campaign_XYZ,Google Ads,social,Campaign_XYZ,266041,132,233.23,USA
6080,2025-01-24,LinkedIn Ads,Summer Sale,Google Ads,email,Retargeting,237904,8016,9385.5,UK
6081,2025-08-04,Email,Product Launch,Facebook Ads,email,Retargeting,265174,17834,474.61,Australia
6082,2024-02-13,Organic Search,Brand Awareness,Google Ads,cpc,Campaign_XYZ,344349,17092,9585.72,Germany
6083,2025-12-12,Facebook Ads,Summer Sale,Google Ads,email,Summer Sale,214585,13649,9693.03,Germany
6084,2025-10-25,LinkedIn Ads,Brand Awareness,Instagram Ads,organic,Product Launch,232207,11114,5315.22,Australia
6085,2025-08-20,YouTube Ads,Brand Awareness,Organic Search,organic,Summer Sale,408578,17771,3390.94,Germany
6086,2024-01-19,Email,Summer Sale,YouTube Ads,organic,Campaign_XYZ,305780,14539,1931.01,USA
6087,2024-04-10,LinkedIn Ads,Campaign_XYZ,Facebook Ads,cpc,Product Launch,389142,14945,1705.53,USA
6088,2025-08-29,YouTube Ads,Campaign_XYZ,Instagram Ads,social,Product Launch,335279,11466,2455.55,Germany
6089,2024-12-22,Google Ads,Retargeting,Facebook Ads,organic,Campaign_XYZ,33879,8935,4814.44,Australia
6090,2025-06-25,Google Ads,Campaign_XYZ,YouTube Ads,organic,Product Launch,130770,4377,7454.69,UK
6091,2024-02-02,Instagram Ads,Summer Sale,Facebook Ads,social,Retargeting,94846,19690,4047.42,Germany
6092,2024-08-16,Facebook Ads,,Email,cpc,Campaign_XYZ,38238,11769,7832.02,India
6093,2025-06-07,Google Ads,Black Friday,Email,email,Retargeting,342306,14288,5689.4,USA
6094,2025-09-21,Organic Search,Festive Offer,Email,social,Retargeting,157492,10921,290.84,India
6095,2024-06-03,YouTube Ads,Brand Awareness,,email,Summer Sale,363621,913,1404.74,India
6096,2025-02-26,LinkedIn Ads,Festive Offer,YouTube Ads,email,Brand Awareness,135150,17683,5765.27,India
6097,2024-09-02,Email,Product Launch,Instagram Ads,email,Festive Offer,388633,13985,1695.54,Germany
6098,2025-02-08,LinkedIn Ads,Brand Awareness,Instagram Ads,social,Campaign_XYZ,330063,9460,6122.29,Germany
6099,2025-06-24,Instagram Ads,Product Launch,LinkedIn Ads,social,Campaign_XYZ,40489,7411,4508.28,India
6100,2024-06-09,LinkedIn Ads,Black Friday,Instagram Ads,email,Campaign_XYZ,267114,15428,6931.81,Germany
6101,2025-12-02,Google Ads,Black Friday,Organic Search,cpc,Product Launch,181585,19336,2985.23,India
6102,2024-04-26,LinkedIn Ads,Festive Offer,Email,cpc,Campaign_XYZ,464830,4856,8234.09,India
6103,2024-09-27,Google Ads,Black Friday,Organic Search,cpc,Campaign_XYZ,36579,5433,3949.95,UK
6104,2025-11-22,Google Ads,Summer Sale,,organic,Summer Sale,184046,13876,7986.81,UK
6105,2025-05-01,Facebook Ads,Brand Awareness,Email,email,Retargeting,256683,9736,291.77,UK
6106,2024-06-20,Instagram Ads,Product Launch,LinkedIn Ads,organic,Festive Offer,244700,14624,3991.53,Australia
6107,2024-09-30,Organic Search,Campaign_XYZ,Google Ads,cpc,Retargeting,277150,2386,2279.87,USA
6108,2024-09-15,Organic Search,Festive Offer,Instagram Ads,social,Brand Awareness,452847,16801,4492.44,Germany
6109,2024-05-14,YouTube Ads,Festive Offer,YouTube Ads,cpc,Retargeting,415495,16845,9473.42,UK
6110,2025-11-13,Organic Search,Black Friday,LinkedIn Ads,organic,Product Launch,80477,19527,1673.68,USA
6111,2025-12-22,Google Ads,Black Friday,Instagram Ads,organic,Black Friday,114035,8084,971.16,USA
6112,2025-02-25,Email,Product Launch,,cpc,Campaign_XYZ,473376,16787,679.11,Germany
6113,2025-02-24,Instagram Ads,Brand Awareness,Organic Search,email,Festive Offer,100209,17772,1321.26,Australia
6114,2024-07-04,YouTube Ads,Brand Awareness,YouTube Ads,social,Campaign_XYZ,484277,16762,713.38,India
6115,2024-12-29,Organic Search,Festive Offer,YouTube Ads,social,Retargeting,117570,9735,6878.91,UK
6116,2025-08-29,Organic Search,Product Launch,Organic Search,cpc,Brand Awareness,230867,8205,1262.28,Australia
6117,2025-01-12,Email,Festive Offer,Google Ads,email,Festive Offer,393980,11071,2054.66,Germany
6118,2025-06-06,LinkedIn Ads,Campaign_XYZ,Instagram Ads,email,Black Friday,145787,1536,6490.76,Australia
6119,2025-08-02,Instagram Ads,,Organic Search,cpc,Festive Offer,179552,7657,4516.96,USA
6120,2025-12-22,Email,Brand Awareness,Facebook Ads,social,Campaign_XYZ,254571,17171,641.18,Australia
6121,2024-07-14,Organic Search,Product Launch,Instagram Ads,social,Campaign_XYZ,128634,5417,9709.67,UK
6122,2024-04-07,Instagram Ads,Campaign_XYZ,Organic Search,social,Product Launch,304644,3938,6039.32,Australia
6123,2025-08-27,Instagram Ads,Product Launch,Organic Search,email,Product Launch,233262,13532,6176.54,Australia
6124,2024-01-22,Organic Search,Festive Offer,LinkedIn Ads,cpc,Product Launch,275751,6942,8540.57,USA
6125,2025-03-25,LinkedIn Ads,Black Friday,LinkedIn Ads,email,Brand Awareness,252892,4893,9100.02,Australia
6126,2024-06-20,LinkedIn Ads,Product Launch,Instagram Ads,social,Black Friday,48328,6341,665.19,USA
6127,2025-01-17,Organic Search,Festive Offer,Email,email,Product Launch,345519,2718,776.63,UK
6128,2024-05-13,Instagram Ads,Summer Sale,LinkedIn Ads,social,Campaign_XYZ,362098,4288,7787.85,UK
6129,2025-03-01,Email,Black Friday,Facebook Ads,cpc,Retargeting,92424,4216,6988.76,India
6130,2024-01-25,Facebook Ads,Black Friday,Email,social,Black Friday,316808,14290,2246.44,India
6131,2025-05-17,Google Ads,Brand Awareness,Facebook Ads,organic,Product Launch,217601,687,3280.15,USA
6132,2024-07-03,LinkedIn Ads,Retargeting,YouTube Ads,organic,Black Friday,435979,2691,6149.31,India
6133,2024-03-25,Organic Search,Brand Awareness,LinkedIn Ads,cpc,Festive Offer,458482,12227,7911.01,India
6134,2025-07-20,Facebook Ads,Summer Sale,Organic Search,email,Retargeting,59141,11188,6071.25,Germany
6135,2024-05-23,LinkedIn Ads,Festive Offer,Email,email,Summer Sale,168224,9012,7940.49,India
6136,2025-11-09,Instagram Ads,Black Friday,Instagram Ads,email,Product Launch,169544,5852,2363.32,Australia
6137,2025-02-15,Organic Search,Black Friday,Email,social,Retargeting,164465,7688,3378.03,UK
6138,2024-08-11,Facebook Ads,Campaign_XYZ,Organic Search,organic,Brand Awareness,453572,15040,1106.07,India
6139,2024-08-07,Organic Search,Product Launch,YouTube Ads,cpc,Festive Offer,175872,19450,9849.66,USA
6140,2024-06-27,Email,Retargeting,Facebook Ads,email,Product Launch,318023,3760,8109.0,Germany
6141,2025-09-22,Email,Retargeting,YouTube Ads,email,Summer Sale,328619,16491,7186.3,Germany
6142,2025-03-08,YouTube Ads,Product Launch,Google Ads,cpc,Festive Offer,12254,19671,2028.64,UK
6143,2024-09-21,Google Ads,Summer Sale,LinkedIn Ads,social,Retargeting,327778,16515,7016.97,UK
6144,2025-03-04,Google Ads,Retargeting,Instagram Ads,email,Festive Offer,17102,6039,8637.89,USA
6145,2025-10-23,LinkedIn Ads,Black Friday,,social,Retargeting,20029,6557,8122.45,USA
6146,2025-02-19,Google Ads,Summer Sale,YouTube Ads,social,Black Friday,483252,17942,7571.39,USA
6147,2025-03-28,Organic Search,Brand Awareness,Instagram Ads,social,Product Launch,416029,5215,3932.85,Germany
6148,2025-12-27,Organic Search,Brand Awareness,LinkedIn Ads,email,Summer Sale,324122,14854,7692.95,Germany
6149,2024-07-15,YouTube Ads,Summer Sale,Organic Search,email,Brand Awareness,65739,3756,4897.27,USA
6150,2025-07-07,Email,,Instagram Ads,cpc,Black Friday,396269,4164,4104.8,India
6151,2024-02-22,Facebook Ads,Campaign_XYZ,LinkedIn Ads,cpc,Product Launch,414114,2367,9651.34,India
6152,2025-04-24,Facebook Ads,Brand Awareness,LinkedIn Ads,social,Summer Sale,99613,4722,1552.03,USA
6153,2025-03-18,Email,Festive Offer,LinkedIn Ads,email,Black Friday,124664,14373,8660.72,USA
6154,2024-11-25,Instagram Ads,Black Friday,YouTube Ads,social,Summer Sale,162689,11153,3288.79,Germany
6155,2024-09-07,Email,Product Launch,,cpc,Festive Offer,81727,14800,5212.49,India
6156,2024-05-02,Facebook Ads,Retargeting,LinkedIn Ads,social,Summer Sale,284528,14026,3693.07,UK
6157,2025-01-21,LinkedIn Ads,Campaign_XYZ,Instagram Ads,organic,Black Friday,202729,17704,5081.66,UK
6158,2024-12-04,YouTube Ads,Campaign_XYZ,Organic Search,social,Black Friday,361211,3864,8202.19,Australia
6159,2024-12-13,Email,Summer Sale,Google Ads,email,Product Launch,219714,14401,1911.83,UK
6160,2024-01-29,Instagram Ads,Retargeting,Instagram Ads,social,Black Friday,360173,4765,7572.45,India
6161,2024-02-04,LinkedIn Ads,Product Launch,YouTube Ads,social,Campaign_XYZ,237273,6696,4514.3,Germany
6162,2025-06-01,Email,Brand Awareness,LinkedIn Ads,email,Campaign_XYZ,263106,15804,9356.01,India
6163,2025-01-30,LinkedIn Ads,Campaign_XYZ,Organic Search,organic,Festive Offer,88414,10141,5515.17,India
6164,2025-09-14,Email,Festive Offer,Google Ads,email,Campaign_XYZ,49373,18665,509.62,UK
6165,2024-10-20,LinkedIn Ads,Black Friday,YouTube Ads,cpc,Product Launch,188863,8682,9111.04,USA
6166,2025-08-11,Organic Search,Campaign_XYZ,Facebook Ads,organic,Summer Sale,469558,17014,9252.48,Australia
6167,2024-12-14,Google Ads,Campaign_XYZ,Facebook Ads,organic,Black Friday,10519,19755,1881.22,UK
6168,2024-05-26,LinkedIn Ads,Black Friday,Facebook Ads,email,Product Launch,476193,425,9729.36,UK
6169,2024-03-07,Organic Search,Product Launch,Google Ads,social,Product Launch,428232,5627,4513.41,UK
6170,2025-06-03,Google Ads,Summer Sale,Organic Search,cpc,Brand Awareness,354705,3851,9152.76,Australia
6171,2024-05-01,Facebook Ads,Campaign_XYZ,Instagram Ads,cpc,Product Launch,424113,15497,3704.37,Germany
6172,2024-12-05,Google Ads,Campaign_XYZ,Google Ads,organic,Product Launch,121724,6539,324.57,UK
6173,2024-06-23,LinkedIn Ads,,Organic Search,cpc,Brand Awareness,476653,778,7970.7,Germany
6174,2025-11-21,YouTube Ads,Festive Offer,Google Ads,organic,Retargeting,216069,10679,8869.53,Germany
6175,2025-08-19,YouTube Ads,Brand Awareness,Organic Search,organic,Festive Offer,353406,4325,1711.81,India
6176,2025-03-26,Facebook Ads,Summer Sale,Google Ads,cpc,Black Friday,259595,2473,5584.41,USA
6177,2025-07-10,LinkedIn Ads,Festive Offer,Facebook Ads,organic,Brand Awareness,325728,18810,8332.43,Australia
6178,2024-05-15,Google Ads,Festive Offer,Email,social,Campaign_XYZ,7384,10210,4669.3,USA
6179,2024-01-16,YouTube Ads,Product Launch,Organic Search,organic,Product Launch,180970,6683,7904.82,Germany
6180,2024-11-28,Email,Product Launch,Organic Search,social,Product Launch,430657,2297,6417.12,Germany
6181,2024-07-13,Instagram Ads,Black Friday,Organic Search,social,Black Friday,123785,11098,7235.23,Australia
6182,2025-05-10,LinkedIn Ads,Brand Awareness,Instagram Ads,social,Festive Offer,38917,5624,9196.28,USA
6183,2024-01-09,Organic Search,Summer Sale,Email,cpc,Campaign_XYZ,478649,6043,4226.55,India
6184,2024-11-29,Organic Search,Black Friday,,social,Summer Sale,7608,1962,7732.65,USA
6185,2024-11-28,Email,Campaign_XYZ,Google Ads,cpc,Brand Awareness,240852,19111,7155.57,UK
6186,2024-11-22,Email,Brand Awareness,Instagram Ads,email,Retargeting,411994,9936,4445.99,USA
6187,2024-01-15,LinkedIn Ads,Retargeting,Email,social,Black Friday,281233,4581,3873.62,Germany
6188,2025-09-05,Instagram Ads,Retargeting,LinkedIn Ads,organic,Black Friday,305276,1787,8825.41,Australia
6189,2024-08-13,YouTube Ads,Black Friday,,email,Brand Awareness,478557,5747,2126.92,UK
6190,2025-02-28,Instagram Ads,Summer Sale,Google Ads,email,Product Launch,403007,95,3253.22,Germany
6191,2025-02-11,Facebook Ads,Brand Awareness,Google Ads,social,Product Launch,228843,7069,9747.37,USA
6192,2024-04-22,Google Ads,Retargeting,LinkedIn Ads,cpc,Retargeting,86424,5941,2845.92,Australia
6193,2025-03-03,Google Ads,Retargeting,LinkedIn Ads,email,Brand Awareness,478435,1991,8737.52,UK
6194,2024-01-01,Email,Summer Sale,Facebook Ads,social,Black Friday,349079,11707,3777.14,USA
6195,2024-09-22,YouTube Ads,Black Friday,YouTube Ads,email,Campaign_XYZ,313792,17395,5556.92,UK
6196,2025-05-05,Instagram Ads,Product Launch,Instagram Ads,email,Brand Awareness,433690,17378,4043.59,India
6197,2024-07-26,Email,Campaign_XYZ,YouTube Ads,social,Summer Sale,307221,9520,2290.89,India
6198,2025-09-13,LinkedIn Ads,Festive Offer,Google Ads,organic,Black Friday,138843,3969,6941.95,Australia
6199,2025-12-12,Email,Campaign_XYZ,,organic,Retargeting,57858,6108,9669.44,India
6200,2025-01-03,LinkedIn Ads,Brand Awareness,Google Ads,organic,Retargeting,292422,15031,8938.83,Germany
6201,2024-11-01,LinkedIn Ads,Retargeting,Email,email,Black Friday,279382,12490,9854.24,USA
6202,2024-01-12,Facebook Ads,Festive Offer,Facebook Ads,cpc,Product Launch,157082,3888,6942.16,UK
6203,2024-12-10,Facebook Ads,Festive Offer,Organic Search,cpc,Black Friday,396874,11061,441.33,UK
6204,2025-04-09,LinkedIn Ads,Product Launch,YouTube Ads,email,Black Friday,406107,14625,5585.29,India
6205,2025-11-30,YouTube Ads,Festive Offer,Organic Search,email,Summer Sale,167163,15869,6262.9,UK
6206,2025-10-27,Facebook Ads,Summer Sale,Organic Search,social,Black Friday,167735,2700,1289.42,UK
6207,2025-05-08,Facebook Ads,Black Friday,Google Ads,cpc,Festive Offer,330211,8481,8301.43,USA
6208,2025-01-02,Google Ads,Brand Awareness,YouTube Ads,email,Campaign_XYZ,340038,3304,7327.8,Australia
6209,2025-02-23,Email,Summer Sale,Facebook Ads,organic,Festive Offer,96942,6452,4539.45,UK
6210,2024-06-19,Google Ads,Black Friday,,cpc,Brand Awareness,475257,8741,2990.75,India
6211,2024-05-13,YouTube Ads,Summer Sale,Email,email,Brand Awareness,294767,12111,2295.88,India
6212,2025-03-02,Facebook Ads,Retargeting,,social,Campaign_XYZ,112258,4442,9648.02,Australia
6213,2024-01-25,Organic Search,,Organic Search,social,Retargeting,296693,13420,8040.55,UK
6214,2025-06-13,Facebook Ads,Product Launch,Facebook Ads,cpc,Product Launch,362873,7769,6964.5,UK
6215,2024-07-08,Instagram Ads,Summer Sale,YouTube Ads,organic,Retargeting,104232,11870,9488.96,UK
6216,2024-05-20,YouTube Ads,Campaign_XYZ,Google Ads,cpc,Summer Sale,69087,9671,2114.7,Australia
6217,2025-07-08,Organic Search,Festive Offer,LinkedIn Ads,email,Black Friday,29062,8768,8590.32,India
6218,2025-10-19,Email,Retargeting,LinkedIn Ads,organic,Campaign_XYZ,77051,1858,5876.12,UK
6219,2024-11-10,Email,Black Friday,Facebook Ads,email,Retargeting,439597,9452,9337.19,UK
6220,2025-03-19,Organic Search,,LinkedIn Ads,organic,Black Friday,254183,8225,6640.04,Germany
6221,2024-11-14,Email,Festive Offer,Instagram Ads,organic,Retargeting,230932,9290,7441.18,USA
6222,2025-03-16,Organic Search,Brand Awareness,Facebook Ads,email,Black Friday,9704,15076,2300.35,Australia
6223,2024-04-01,YouTube Ads,Summer Sale,Google Ads,cpc,Retargeting,143482,4718,3515.46,USA
6224,2024-06-27,Organic Search,Campaign_XYZ,Google Ads,social,Festive Offer,72974,16350,3092.83,Australia
6225,2024-02-25,Organic Search,Retargeting,Facebook Ads,organic,Festive Offer,286046,9396,6972.04,USA
6226,2024-06-03,Instagram Ads,Campaign_XYZ,LinkedIn Ads,organic,Festive Offer,137858,17109,4170.62,Germany
6227,2025-11-02,Instagram Ads,Festive Offer,LinkedIn Ads,social,Campaign_XYZ,168991,11280,8613.78,USA
6228,2024-04-20,Google Ads,Black Friday,Google Ads,cpc,Brand Awareness,210807,14889,2204.56,UK
6229,2024-05-16,YouTube Ads,Summer Sale,Instagram Ads,social,Campaign_XYZ,72629,19712,7977.11,USA
6230,2024-08-19,YouTube Ads,Campaign_XYZ,Email,cpc,Campaign_XYZ,442569,10527,8151.1,USA
6231,2025-04-12,Instagram Ads,Black Friday,LinkedIn Ads,organic,Summer Sale,129518,2289,6316.0,India
6232,2025-04-25,LinkedIn Ads,Product Launch,Instagram Ads,organic,Retargeting,29691,11420,1568.27,Australia
6233,2024-03-08,LinkedIn Ads,Retargeting,Organic Search,email,Brand Awareness,426118,16862,3334.52,USA
6234,2024-09-05,Google Ads,Retargeting,LinkedIn Ads,cpc,Campaign_XYZ,389565,18565,4037.64,UK
6235,2024-11-18,LinkedIn Ads,Product Launch,Email,social,Campaign_XYZ,24118,10526,4707.94,UK
6236,2025-06-01,LinkedIn Ads,Black Friday,,cpc,Product Launch,137088,14534,7393.98,Australia
6237,2025-03-07,LinkedIn Ads,Campaign_XYZ,YouTube Ads,cpc,Retargeting,302421,3916,3449.89,Germany
6238,2025-05-01,Facebook Ads,Summer Sale,Google Ads,cpc,Black Friday,364408,900,280.36,Australia
6239,2025-08-28,Google Ads,,Facebook Ads,cpc,Summer Sale,153399,10901,8674.18,UK
6240,2025-03-04,Instagram Ads,Summer Sale,LinkedIn Ads,social,Brand Awareness,354508,19325,4380.04,Germany
6241,2024-09-25,LinkedIn Ads,Festive Offer,Email,email,Brand Awareness,173756,13281,2900.57,Germany
6242,2025-12-09,Email,Product Launch,Google Ads,organic,Summer Sale,215298,2194,8209.94,India
6243,2025-06-20,Organic Search,Brand Awareness,YouTube Ads,social,Retargeting,378591,6600,8800.57,USA
6244,2024-05-27,Facebook Ads,,YouTube Ads,social,Black Friday,88158,10814,7337.28,India
6245,2024-04-27,LinkedIn Ads,Retargeting,Email,organic,Product Launch,146274,5392,3607.73,USA
6246,2025-01-01,Organic Search,Festive Offer,Email,email,Retargeting,345290,8644,2387.73,India
6247,2024-03-06,Organic Search,,LinkedIn Ads,social,Summer Sale,491519,3707,7156.72,Germany
6248,2025-01-04,Facebook Ads,Festive Offer,Google Ads,organic,Retargeting,448165,10043,668.85,USA
6249,2024-06-23,Google Ads,Retargeting,Organic Search,email,Campaign_XYZ,468251,233,3971.43,UK
6250,2025-08-10,Email,Black Friday,,email,Retargeting,381210,13232,7612.17,Germany
6251,2025-05-09,Email,Campaign_XYZ,LinkedIn Ads,cpc,Summer Sale,192425,15795,5892.21,Australia
6252,2024-04-23,Email,Black Friday,YouTube Ads,social,Summer Sale,450080,1566,7365.14,Germany
6253,2024-04-20,LinkedIn Ads,Black Friday,Facebook Ads,email,Product Launch,485845,4206,5771.87,UK
6254,2025-03-14,Facebook Ads,Campaign_XYZ,Facebook Ads,social,Summer Sale,387555,5135,2472.91,India
6255,2025-12-15,Email,Festive Offer,Instagram Ads,organic,Summer Sale,33054,3743,4883.83,USA
6256,2024-05-26,Organic Search,Festive Offer,YouTube Ads,social,Summer Sale,174876,12483,7753.31,India
6257,2024-02-04,Organic Search,Campaign_XYZ,Organic Search,email,Campaign_XYZ,464960,12520,2380.87,India
6258,2024-11-04,YouTube Ads,Retargeting,Organic Search,organic,Campaign_XYZ,336122,12190,9633.9,USA
6259,2025-06-21,YouTube Ads,Summer Sale,,organic,Campaign_XYZ,437844,12996,2108.35,India
6260,2024-01-14,Facebook Ads,Festive Offer,LinkedIn Ads,cpc,Brand Awareness,480884,2841,240.65,UK
6261,2025-01-08,LinkedIn Ads,Retargeting,Instagram Ads,organic,Summer Sale,386820,1045,7802.9,Australia
6262,2025-07-10,LinkedIn Ads,Summer Sale,Email,email,Summer Sale,259527,2906,9291.19,USA
6263,2025-03-03,Google Ads,Campaign_XYZ,Instagram Ads,cpc,Summer Sale,204653,7123,2541.76,India
6264,2025-12-28,Google Ads,Black Friday,Google Ads,email,Product Launch,50015,9134,1635.06,USA
6265,2024-08-20,Email,Festive Offer,LinkedIn Ads,email,Campaign_XYZ,8624,6229,2316.89,India
6266,2025-12-05,Instagram Ads,Brand Awareness,Email,cpc,Retargeting,346843,18436,6315.86,UK
6267,2025-07-16,Organic Search,Black Friday,Email,cpc,Campaign_XYZ,341864,220,5832.3,Germany
6268,2025-12-26,Google Ads,Product Launch,Organic Search,social,Summer Sale,57215,788,6251.33,Australia
6269,2025-10-24,LinkedIn Ads,Summer Sale,Facebook Ads,email,Summer Sale,476721,14983,176.57,Australia
6270,2025-03-15,Organic Search,Brand Awareness,Google Ads,social,Product Launch,379210,19996,1654.17,USA
6271,2025-05-16,Instagram Ads,Black Friday,Instagram Ads,organic,Retargeting,210157,17751,2508.06,Australia
6272,2024-10-01,Google Ads,Festive Offer,Facebook Ads,organic,Product Launch,325783,1337,7001.15,India
6273,2024-03-16,Facebook Ads,Brand Awareness,YouTube Ads,social,Festive Offer,195963,6131,6126.6,UK
6274,2025-03-14,YouTube Ads,Retargeting,LinkedIn Ads,cpc,Black Friday,295117,12485,6276.62,UK
6275,2025-11-29,Google Ads,Summer Sale,Instagram Ads,organic,Black Friday,285235,4086,5750.07,USA
6276,2024-10-15,Google Ads,Product Launch,,cpc,Black Friday,416042,4586,7470.69,India
6277,2025-06-23,Facebook Ads,Retargeting,Email,social,Summer Sale,407198,10511,9422.78,Australia
6278,2025-11-22,LinkedIn Ads,Brand Awareness,Organic Search,cpc,Product Launch,106233,8899,6768.31,India
6279,2024-09-09,Email,Black Friday,Instagram Ads,email,Summer Sale,138492,5384,7475.13,Australia
6280,2024-05-05,Facebook Ads,,Facebook Ads,organic,Black Friday,307914,19635,6121.04,India
6281,2024-06-25,Email,Festive Offer,Google Ads,cpc,Retargeting,136103,8817,7996.61,Australia
6282,2024-02-06,Google Ads,Product Launch,Facebook Ads,cpc,Retargeting,61068,8541,9435.55,Australia
6283,2025-02-13,LinkedIn Ads,Black Friday,LinkedIn Ads,email,Festive Offer,237818,1942,6090.52,UK
6284,2025-09-02,Instagram Ads,Product Launch,Organic Search,cpc,Product Launch,40128,5531,1891.97,Germany
6285,2025-09-01,Google Ads,Festive Offer,LinkedIn Ads,social,Festive Offer,215839,16657,7725.64,Germany
6286,2024-05-06,Facebook Ads,Campaign_XYZ,Instagram Ads,social,Campaign_XYZ,355493,6770,6543.25,USA
6287,2025-04-27,Instagram Ads,Summer Sale,Facebook Ads,social,Retargeting,378873,7704,9342.69,Germany
6288,2024-06-16,YouTube Ads,Brand Awareness,Google Ads,organic,Black Friday,300751,3698,2794.13,USA
6289,2025-08-14,Instagram Ads,,Email,cpc,Festive Offer,242053,13735,9703.36,UK
6290,2024-10-20,Facebook Ads,Summer Sale,LinkedIn Ads,organic,Festive Offer,336031,19175,5563.08,USA
6291,2025-09-29,Organic Search,Product Launch,Google Ads,organic,Festive Offer,254545,5277,9643.58,Germany
6292,2024-12-08,Instagram Ads,Black Friday,YouTube Ads,cpc,Product Launch,476378,14808,7861.99,Australia
6293,2024-11-05,Facebook Ads,Product Launch,Instagram Ads,cpc,Campaign_XYZ,235921,5561,8673.0,USA
6294,2025-10-23,Organic Search,Campaign_XYZ,Google Ads,social,Product Launch,265244,10100,3306.03,Germany
6295,2025-06-11,Google Ads,Black Friday,Instagram Ads,organic,Black Friday,207049,18731,2272.4,Germany
6296,2025-06-23,Organic Search,,YouTube Ads,organic,Black Friday,264881,7443,6278.43,Australia
6297,2025-02-22,LinkedIn Ads,,Google Ads,cpc,Black Friday,127549,11786,3805.88,India
6298,2025-03-19,YouTube Ads,Retargeting,Organic Search,organic,Festive Offer,228889,19768,9860.36,Germany
6299,2025-11-15,Organic Search,Festive Offer,Google Ads,email,Black Friday,142182,18496,5005.42,UK
6300,2025-07-11,LinkedIn Ads,Product Launch,Email,cpc,Campaign_XYZ,458475,14726,1193.7,Australia
6301,2024-08-23,LinkedIn Ads,Brand Awareness,,social,Product Launch,249514,1514,5038.15,India
6302,2025-03-14,LinkedIn Ads,Black Friday,Organic Search,email,Retargeting,149848,12887,5397.32,Australia
6303,2024-08-01,Organic Search,Retargeting,Organic Search,email,Black Friday,140511,10326,146.81,USA
6304,2024-03-25,Facebook Ads,Black Friday,Facebook Ads,social,Brand Awareness,390296,3755,2530.35,Germany
6305,2024-03-25,Facebook Ads,Retargeting,Google Ads,email,Product Launch,221635,14145,113.26,Germany
6306,2025-05-03,YouTube Ads,Retargeting,Email,email,Summer Sale,125565,6962,5653.91,Australia
6307,2024-03-05,Facebook Ads,Brand Awareness,Google Ads,email,Retargeting,289651,485,2992.12,USA
6308,2025-10-07,Email,Retargeting,Email,organic,Product Launch,447384,10582,1814.75,Australia
6309,2025-10-24,Facebook Ads,Brand Awareness,Organic Search,email,Black Friday,472052,4446,8401.98,UK
6310,2025-09-18,Facebook Ads,Summer Sale,LinkedIn Ads,email,Festive Offer,184656,16063,397.17,Germany
6311,2024-03-04,Facebook Ads,Black Friday,Organic Search,cpc,Campaign_XYZ,423176,18131,6947.92,Germany
6312,2024-12-08,Google Ads,Brand Awareness,Facebook Ads,social,Brand Awareness,316822,13700,5772.69,UK
6313,2024-12-17,YouTube Ads,Festive Offer,Google Ads,organic,Summer Sale,392743,7172,7738.37,India
6314,2024-06-06,Email,Campaign_XYZ,,organic,Retargeting,375098,12253,1409.41,Germany
6315,2025-08-11,Facebook Ads,Black Friday,Instagram Ads,social,Black Friday,434768,9288,8728.64,Australia
6316,2025-05-05,YouTube Ads,Campaign_XYZ,YouTube Ads,organic,Product Launch,160632,15234,3284.15,India
6317,2025-10-19,Instagram Ads,Festive Offer,Facebook Ads,organic,Product Launch,389846,1468,184.62,India
6318,2025-04-07,Google Ads,Product Launch,LinkedIn Ads,organic,Retargeting,183305,14818,6601.1,Australia
6319,2024-08-12,Organic Search,Festive Offer,LinkedIn Ads,cpc,Brand Awareness,272683,11263,8607.58,UK
6320,2024-11-08,Facebook Ads,Summer Sale,,cpc,Festive Offer,342542,19482,3601.55,India
6321,2025-09-06,Email,Product Launch,Email,organic,Campaign_XYZ,383407,8811,5322.98,Germany
6322,2025-04-10,Google Ads,Product Launch,YouTube Ads,social,Black Friday,252104,7210,4182.1,USA
6323,2024-03-28,Email,Retargeting,Instagram Ads,social,Retargeting,185960,8270,520.41,India
6324,2024-10-29,Organic Search,Festive Offer,Organic Search,cpc,Retargeting,229831,7693,7555.98,UK
6325,2025-11-10,Organic Search,Retargeting,Organic Search,cpc,Product Launch,406031,11748,9420.57,Australia
6326,2025-03-10,Google Ads,Festive Offer,Instagram Ads,email,Retargeting,2854,17074,4258.77,Germany
6327,2025-11-12,Instagram Ads,Product Launch,Organic Search,cpc,Summer Sale,44904,11446,1529.91,USA
6328,2024-05-14,YouTube Ads,Retargeting,Email,organic,Summer Sale,285578,12452,5100.24,India
6329,2024-02-19,Google Ads,Campaign_XYZ,Google Ads,cpc,Black Friday,300989,15022,9057.07,UK
6330,2025-03-07,LinkedIn Ads,Black Friday,Email,email,Retargeting,39108,6468,6097.61,USA
6331,2024-12-05,Organic Search,Festive Offer,Instagram Ads,email,Product Launch,124280,6537,2202.34,USA
6332,2024-12-12,Instagram Ads,,Instagram Ads,social,Festive Offer,460357,4825,5576.76,Germany
6333,2025-10-07,Organic Search,Retargeting,Google Ads,social,Black Friday,439882,2035,3335.97,Germany
6334,2024-12-12,LinkedIn Ads,Festive Offer,YouTube Ads,organic,Brand Awareness,79907,4866,333.24,India
6335,2025-10-10,Instagram Ads,Product Launch,YouTube Ads,cpc,Product Launch,15976,12273,9145.06,India
