spend_id,date,channel,campaign,utm_source,utm_medium,utm_campaign,impressions,clicks,ad_spend,country,ctr,cpc
3672,2025-10-29,Facebook Ads,Summer Sale,Google Ads,social,Brand Awareness,484835,3967,1388.99,India,0.00818216506646591,0.3501361230148727
3673,2025-10-12,Facebook Ads,Unknown,YouTube Ads,cpc,Campaign_XYZ,89291,12858,8725.75,UK,0.14400107513635194,0.6786242028309224
3674,2025-09-24,YouTube Ads,Retargeting,Organic Search,email,Product Launch,65082,1164,5624.03,USA,0.017885129528902,4.83164089347079
3675,2025-07-30,Email,Retargeting,Email,cpc,Black Friday,142299,13060,3536.4,UK,0.09177857890779274,0.27078101071975497
3676,2025-09-10,Instagram Ads,Summer Sale,LinkedIn Ads,cpc,Campaign_XYZ,493937,6090,2505.98,Germany,0.012329507609270008,0.41149096880131364
3677,2025-10-20,Organic Search,Campaign_XYZ,Email,social,Product Launch,170998,17573,6203.98,USA,0.10276728382788103,0.35304045979627835
3678,2024-05-16,Email,Black Friday,Google Ads,email,Campaign_XYZ,270292,8017,7888.64,USA,0.029660515294570318,0.9839890233254335
3679,2025-11-04,Google Ads,Campaign_XYZ,Google Ads,organic,Retargeting,167700,12813,4464.51,USA,0.07640429338103756,0.34843596347459616
3680,2025-03-03,YouTube Ads,Black Friday,Unknown,organic,Festive Offer,31900,19950,9846.79,Australia,0.6253918495297806,0.49357343358395994
3681,2025-03-27,YouTube Ads,Retargeting,Unknown,cpc,Summer Sale,274915,14493,5402.12,Australia,0.05271811287125112,0.37273994342096184
3682,2025-09-03,Facebook Ads,Campaign_XYZ,Google Ads,social,Retargeting,199993,10218,9791.22,India,0.05109178821258744,0.9582325308279506
3683,2024-05-20,Facebook Ads,Retargeting,Facebook Ads,email,Brand Awareness,329605,14974,9629.75,UK,0.04543013607196493,0.6430980365967678
3684,2024-03-23,Organic Search,Brand Awareness,Instagram Ads,social,Retargeting,302133,9838,6037.47,India,0.032561818801653576,0.6136887578776175
3685,2024-06-25,Google Ads,Retargeting,Organic Search,email,Summer Sale,33996,1195,5855.23,UK,0.03515119425814802,4.899774058577406
3686,2024-07-16,Facebook Ads,Campaign_XYZ,Instagram Ads,social,Black Friday,445136,1677,1146.16,India,0.003767387944358578,0.6834585569469291
3687,2025-09-15,LinkedIn Ads,Summer Sale,YouTube Ads,organic,Festive Offer,212997,10100,9299.87,USA,0.04741850824190012,0.9207792079207922
3688,2025-07-21,Facebook Ads,Festive Offer,Instagram Ads,organic,Product Launch,290141,17679,8051.78,USA,0.06093244319141383,0.45544318117540583
3689,2025-11-21,Facebook Ads,Product Launch,Email,organic,Campaign_XYZ,261250,9724,5054.59,UK,0.037221052631578946,0.5198056355409296
3690,2025-02-24,LinkedIn Ads,Retargeting,Email,social,Black Friday,292632,16803,3133.44,USA,0.05742024112195522,0.18648098553829673
3691,2025-02-04,Google Ads,Retargeting,Email,social,Festive Offer,372896,14314,8401.61,India,0.03838603793014674,0.5869505379348889
3692,2025-11-28,LinkedIn Ads,Summer Sale,YouTube Ads,cpc,Retargeting,23975,19666,2986.02,Australia,0.8202711157455683,0.15183667242957388
3693,2025-04-15,YouTube Ads,Brand Awareness,YouTube Ads,organic,Brand Awareness,300454,18219,5464.39,Germany,0.060638234139002975,0.29992809704155005
3694,2024-08-05,LinkedIn Ads,Festive Offer,Email,cpc,Retargeting,204183,17008,2068.38,India,0.08329782596984078,0.12161218250235184
3695,2025-12-29,Instagram Ads,Unknown,Facebook Ads,social,Summer Sale,65254,15809,8064.69,UK,0.2422686731847856,0.5101328357264849
3696,2025-09-23,YouTube Ads,Black Friday,Email,email,Summer Sale,499856,16138,7552.81,USA,0.03228529816587177,0.46801400421365724
3697,2024-06-23,Facebook Ads,Black Friday,Facebook Ads,organic,Brand Awareness,94264,5554,2988.57,Germany,0.05891962997538827,0.5380932661145121
3698,2024-01-23,Organic Search,Black Friday,Instagram Ads,organic,Festive Offer,104197,8070,1261.82,Germany,0.07744944672111481,0.15635935563816603
3699,2025-12-25,YouTube Ads,Product Launch,Facebook Ads,organic,Black Friday,26809,14454,1852.99,USA,0.5391473012794211,0.12819911443199114
3700,2024-08-22,Google Ads,Product Launch,Google Ads,organic,Campaign_XYZ,368874,2622,6201.91,India,0.00710811821922933,2.3653356216628527
3701,2024-01-13,Google Ads,Festive Offer,LinkedIn Ads,organic,Campaign_XYZ,307139,18549,1585.4,USA,0.060392851445111174,0.0854709148741172
3702,2024-04-10,LinkedIn Ads,Unknown,Google Ads,social,Summer Sale,200204,12321,3269.24,Australia,0.061542226928532895,0.2653388523658794
3703,2025-06-19,YouTube Ads,Retargeting,Google Ads,organic,Summer Sale,387333,9398,8408.07,UK,0.024263359951256412,0.8946658863587997
3704,2025-06-06,Facebook Ads,Retargeting,YouTube Ads,organic,Brand Awareness,466973,17519,909.55,USA,0.03751608765389006,0.05191791768936583
3705,2025-03-27,Google Ads,Product Launch,LinkedIn Ads,cpc,Black Friday,58812,7243,5853.69,India,0.1231551384071278,0.808185834598923
3706,2025-03-06,Email,Festive Offer,Unknown,email,Retargeting,60760,9000,4058.28,Australia,0.14812376563528637,0.45092000000000004
3707,2025-08-28,Facebook Ads,Retargeting,Facebook Ads,organic,Product Launch,389819,2798,1291.13,Australia,0.007177690158765991,0.4614474624731952
3708,2025-12-13,Email,Summer Sale,Email,cpc,Brand Awareness,223037,5455,5143.41,India,0.02445782538323238,0.9428799266727772
3709,2025-06-16,Instagram Ads,Brand Awareness,Organic Search,social,Black Friday,367563,15855,5214.79,UK,0.04313546249214421,0.32890507726269314
3710,2025-12-23,Email,Campaign_XYZ,Organic Search,cpc,Product Launch,18507,9071,3843.05,Germany,0.4901388663748852,0.4236633226766619
3711,2025-10-13,Google Ads,Black Friday,Unknown,organic,Campaign_XYZ,35388,9090,647.69,Australia,0.2568667344862665,0.07125302530253026
3712,2024-10-19,LinkedIn Ads,Black Friday,Facebook Ads,cpc,Brand Awareness,454591,7949,2147.99,India,0.01748604789800062,0.27022141149830164
3713,2024-04-10,Instagram Ads,Summer Sale,LinkedIn Ads,cpc,Retargeting,63164,7031,4106.72,Australia,0.1113134063707175,0.5840876120039824
3714,2025-05-16,YouTube Ads,Retargeting,Instagram Ads,social,Retargeting,86894,4394,2844.52,Germany,0.05056735793035192,0.6473645880746473
3715,2024-10-30,Facebook Ads,Festive Offer,Facebook Ads,cpc,Black Friday,320239,13452,1689.25,India,0.04200612667414025,0.125576122509664
3716,2025-06-23,Google Ads,Unknown,Google Ads,social,Black Friday,446397,7253,4920.96,Australia,0.016247869049299167,0.6784723562663726
3717,2025-07-06,Instagram Ads,Product Launch,LinkedIn Ads,social,Retargeting,343613,13368,4036.24,India,0.03890423237770399,0.301932974266906
3718,2024-12-20,Instagram Ads,Retargeting,LinkedIn Ads,cpc,Retargeting,178726,9771,6682.91,India,0.05467027740787574,0.6839535359738
3719,2024-10-29,Google Ads,Festive Offer,Facebook Ads,organic,Brand Awareness,362918,5490,5648.27,Germany,0.015127384147383155,1.0288287795992714
3720,2025-05-10,YouTube Ads,Retargeting,Facebook Ads,email,Festive Offer,376999,10491,1780.48,India,0.027827660020318355,0.16971499380421315
3721,2025-10-19,YouTube Ads,Black Friday,YouTube Ads,cpc,Campaign_XYZ,339333,2942,6907.85,UK,0.008669949577553612,2.348011556764106
3722,2024-08-14,LinkedIn Ads,Campaign_XYZ,Unknown,cpc,Festive Offer,260553,6737,4707.27,Australia,0.02585654358230379,0.6987190143981001
3723,2024-08-23,Organic Search,Campaign_XYZ,Google Ads,cpc,Black Friday,255044,6354,1223.22,USA,0.024913348285001805,0.19251180358829084
3724,2025-03-30,Email,Campaign_XYZ,LinkedIn Ads,email,Product Launch,379108,15439,282.68,UK,0.04072454287432605,0.018309476002331758
3725,2024-01-13,YouTube Ads,Black Friday,Organic Search,email,Retargeting,147372,4504,6301.59,UK,0.030562114920066226,1.3991096802841918
3726,2024-07-28,LinkedIn Ads,Product Launch,Instagram Ads,social,Product Launch,423448,2221,6224.6,India,0.005245035990251459,2.8026114362899595
3727,2025-01-31,Email,Campaign_XYZ,Instagram Ads,email,Black Friday,141920,8519,8222.66,UK,0.06002677564825254,0.9652142270219509
3728,2024-04-09,Instagram Ads,Black Friday,LinkedIn Ads,email,Campaign_XYZ,200718,17457,7648.09,UK,0.08697276776372821,0.4381102136678696
3729,2024-01-31,Google Ads,Retargeting,Google Ads,cpc,Black Friday,366089,4671,8787.29,UK,0.012759192436811813,1.8812438450010707
3730,2025-06-11,YouTube Ads,Campaign_XYZ,Organic Search,social,Summer Sale,217421,12955,2994.94,India,0.059584860708027286,0.2311802392898495
3731,2025-10-10,LinkedIn Ads,Summer Sale,YouTube Ads,organic,Retargeting,456433,18151,4190.41,UK,0.03976706329296961,0.23086386424990357
3732,2024-11-24,Instagram Ads,Product Launch,YouTube Ads,social,Campaign_XYZ,8176,18414,713.05,USA,2.25220156555773,0.03872325404583469
3733,2024-06-14,YouTube Ads,Summer Sale,YouTube Ads,email,Festive Offer,74915,18024,4172.34,UK,0.2405926716945872,0.2314880159786951
3734,2025-04-03,Facebook Ads,Retargeting,Instagram Ads,email,Festive Offer,46663,319,2275.68,India,0.006836251419754409,7.1337931034482756
3735,2024-04-09,Organic Search,Product Launch,Instagram Ads,cpc,Black Friday,269932,13875,8072.64,India,0.05140183453610539,0.5818118918918919
3736,2025-09-12,Instagram Ads,Summer Sale,Google Ads,organic,Black Friday,194186,19054,6597.04,Germany,0.09812241871195658,0.3462286134145061
3737,2024-06-21,YouTube Ads,Product Launch,Instagram Ads,organic,Retargeting,269426,5276,7838.74,Germany,0.01958237141181623,1.4857354056103107
3738,2024-06-10,Instagram Ads,Unknown,Facebook Ads,organic,Summer Sale,257297,5303,5965.58,USA,0.020610422974228226,1.1249443711106921
3739,2025-12-28,Google Ads,Festive Offer,Instagram Ads,email,Summer Sale,375362,13770,6019.58,Australia,0.036684587145209155,0.4371517792302106
3740,2024-09-19,Google Ads,Campaign_XYZ,YouTube Ads,email,Summer Sale,268519,13812,2428.73,Germany,0.05143770087032947,0.17584202143064
3741,2024-09-30,Organic Search,Product Launch,Google Ads,social,Summer Sale,164475,8776,6731.23,UK,0.05335765313877489,0.7670043299908842
3742,2024-01-03,Google Ads,Campaign_XYZ,LinkedIn Ads,email,Campaign_XYZ,281754,2448,1525.3,India,0.008688430332843545,0.6230800653594771
3743,2024-01-28,Email,Campaign_XYZ,LinkedIn Ads,organic,Brand Awareness,248040,7282,2830.84,Germany,0.02935816803741332,0.3887448503158473
3744,2024-11-21,Facebook Ads,Festive Offer,Google Ads,organic,Retargeting,251073,13555,1881.48,India,0.05398828229240101,0.13880339358170418
3745,2024-05-28,Google Ads,Retargeting,Unknown,organic,Retargeting,119781,15708,9500.21,UK,0.13113932927592856,0.604800738477209
3746,2025-06-23,Facebook Ads,Product Launch,LinkedIn Ads,cpc,Retargeting,126194,8705,8991.06,India,0.06898109260345182,1.0328615738081561
3747,2025-05-02,Google Ads,Product Launch,YouTube Ads,social,Campaign_XYZ,133412,72,8760.88,India,0.0005396815878631607,121.67888888888888
3748,2025-03-13,Email,Festive Offer,LinkedIn Ads,social,Festive Offer,173710,8930,9605.72,Germany,0.05140751827758908,1.0756685330347144
3749,2024-03-05,Instagram Ads,Black Friday,LinkedIn Ads,email,Campaign_XYZ,239183,1336,6164.68,India,0.005585681256611047,4.614281437125749
3750,2024-12-21,YouTube Ads,Festive Offer,YouTube Ads,cpc,Summer Sale,336663,3910,8957.51,UK,0.011613987875115472,2.290923273657289
3751,2025-06-16,YouTube Ads,Festive Offer,Instagram Ads,social,Summer Sale,370489,10324,2989.4,USA,0.027865874560378312,0.28955831073227434
3752,2024-09-08,Google Ads,Festive Offer,Facebook Ads,cpc,Festive Offer,494527,10776,3909.1,India,0.02179051902120612,0.36275983667409056
3753,2024-08-22,YouTube Ads,Retargeting,Organic Search,cpc,Campaign_XYZ,442627,17170,4722.96,India,0.03879112661450838,0.27507047175305765
3754,2024-08-14,Google Ads,Brand Awareness,YouTube Ads,email,Festive Offer,295232,14340,985.11,UK,0.04857197051810102,0.06869665271966527
3755,2025-06-08,Google Ads,Festive Offer,YouTube Ads,cpc,Black Friday,112318,2427,8264.46,Australia,0.02160829074591784,3.405216316440049
3756,2024-11-08,Organic Search,Product Launch,Email,social,Brand Awareness,159432,16286,1279.84,UK,0.10215013297205078,0.0785852879774039
3757,2024-02-18,LinkedIn Ads,Summer Sale,Google Ads,email,Festive Offer,75063,9746,8016.57,Germany,0.1298376030800794,0.8225497640057459
3758,2024-04-27,LinkedIn Ads,Black Friday,Facebook Ads,social,Retargeting,354059,18549,9230.34,Germany,0.05238957348916424,0.4976192786673136
3759,2024-02-23,Organic Search,Festive Offer,Unknown,cpc,Brand Awareness,325438,13754,5721.53,USA,0.04226304242282708,0.4159902573796713
3760,2025-10-11,LinkedIn Ads,Festive Offer,Email,cpc,Campaign_XYZ,309805,5442,1742.43,India,0.01756588822000936,0.3201819184123484
3761,2025-07-18,Facebook Ads,Black Friday,Organic Search,organic,Festive Offer,75090,19352,4423.39,USA,0.257717405779731,0.2285753410500207
3762,2024-02-13,LinkedIn Ads,Festive Offer,YouTube Ads,email,Retargeting,466085,12266,1474.65,USA,0.026317088084791402,0.12022256644382848
3763,2024-02-22,Google Ads,Unknown,Organic Search,email,Summer Sale,238015,9931,1278.48,India,0.04172426107598261,0.12873628033430673
3764,2025-08-08,Email,Brand Awareness,Organic Search,organic,Campaign_XYZ,412621,17646,7585.18,India,0.04276563723126065,0.42985265782613624
3765,2025-07-11,Email,Festive Offer,Organic Search,social,Summer Sale,47185,11887,3991.06,UK,0.2519232807036134,0.3357499789686212
3766,2025-06-08,Instagram Ads,Black Friday,Email,social,Retargeting,252973,6274,101.28,USA,0.02480106572638187,0.01614281160344278
3767,2025-11-07,LinkedIn Ads,Festive Offer,Instagram Ads,cpc,Product Launch,69105,8739,579.8,USA,0.12645973518558715,0.06634626387458518
3768,2024-04-11,Email,Retargeting,Email,email,Campaign_XYZ,352445,1615,8195.76,Germany,0.004582275248620352,5.07477399380805
3769,2025-02-01,LinkedIn Ads,Product Launch,Email,cpc,Summer Sale,356286,4670,6235.01,USA,0.013107447387772744,1.335119914346895
3770,2024-05-17,Instagram Ads,Product Launch,Email,organic,Black Friday,441836,12458,8460.69,UK,0.028195982219647107,0.6791371006582116
3771,2025-11-05,Email,Brand Awareness,YouTube Ads,cpc,Festive Offer,274722,17939,2809.35,Australia,0.06529873836096126,0.1566057193823513
3772,2025-01-21,Google Ads,Retargeting,YouTube Ads,social,Summer Sale,190320,12559,3211.78,USA,0.06598886086591005,0.2557353292459591
3773,2024-04-20,Facebook Ads,Retargeting,Google Ads,social,Black Friday,105358,5006,6207.03,UK,0.047514189715066726,1.2399180982820615
3774,2025-09-05,Organic Search,Brand Awareness,LinkedIn Ads,organic,Brand Awareness,180952,6815,6685.02,UK,0.037661921393518726,0.980927366104182
3775,2024-01-17,Organic Search,Campaign_XYZ,Facebook Ads,social,Campaign_XYZ,293346,11961,362.52,Australia,0.04077437565196048,0.030308502633559064
3776,2024-06-30,Organic Search,Unknown,Google Ads,organic,Summer Sale,262355,15517,9081.43,UK,0.059145051552286027,0.5852568151060128
3777,2025-06-19,LinkedIn Ads,Summer Sale,Instagram Ads,email,Festive Offer,343107,15746,8011.71,Germany,0.045892389254664,0.5088092213895593
3778,2025-06-24,Email,Campaign_XYZ,Email,organic,Summer Sale,25381,18685,1405.45,Australia,0.7361806075410741,0.07521808937650522
3779,2024-06-19,Email,Festive Offer,YouTube Ads,organic,Festive Offer,195392,6720,202.19,Germany,0.034392400917130694,0.030087797619047618
3780,2025-02-12,Instagram Ads,Retargeting,Email,organic,Brand Awareness,431442,14580,7714.73,USA,0.03379365013141975,0.5291310013717421
3781,2025-01-12,Google Ads,Summer Sale,YouTube Ads,social,Festive Offer,347149,10550,9038.5,USA,0.030390408729392856,0.8567298578199052
3782,2024-07-06,YouTube Ads,Summer Sale,Organic Search,email,Black Friday,391874,13577,3288.84,UK,0.03464634040533437,0.2422361346394638
3783,2024-08-17,Email,Product Launch,Facebook Ads,cpc,Product Launch,151167,12086,3275.94,UK,0.07995131212500083,0.2710524573887142
3784,2024-04-28,Facebook Ads,Festive Offer,Google Ads,email,Campaign_XYZ,40615,13260,5194.72,Australia,0.32648036439739014,0.3917586726998492
3785,2024-06-04,Instagram Ads,Product Launch,Google Ads,social,Festive Offer,447072,3234,6778.11,USA,0.007233734163624651,2.095890538033395
3786,2025-11-17,Email,Black Friday,Instagram Ads,email,Campaign_XYZ,163282,5798,6511.93,India,0.03550911919256256,1.1231338392549155
3787,2025-04-09,Email,Campaign_XYZ,Organic Search,email,Festive Offer,6802,8581,7551.06,UK,1.2615407233166716,0.8799743619624752
3788,2024-04-13,Instagram Ads,Product Launch,Google Ads,organic,Campaign_XYZ,366677,10336,1228.44,Australia,0.028188296511643764,0.11885061919504644
3789,2025-08-26,Instagram Ads,Retargeting,Google Ads,organic,Black Friday,115831,4975,5246.17,UK,0.04295050547780819,1.0545065326633165
3790,2025-11-28,LinkedIn Ads,Retargeting,LinkedIn Ads,social,Campaign_XYZ,274985,13150,5112.66,Australia,0.04782079022492136,0.3887954372623574
3791,2025-05-16,Email,Festive Offer,Facebook Ads,organic,Retargeting,212777,16922,9503.55,USA,0.07952927243076084,0.5616091478548635
3792,2025-11-23,YouTube Ads,Summer Sale,Email,social,Retargeting,364716,9587,9190.69,UK,0.026286206253632965,0.9586617294252634
3793,2025-11-12,Facebook Ads,Retargeting,Google Ads,cpc,Retargeting,239637,9032,7528.19,UK,0.0376903399725418,0.8335019929140832
3794,2025-11-29,Google Ads,Campaign_XYZ,Instagram Ads,email,Festive Offer,65660,11758,8781.46,India,0.1790740176667682,0.7468498043885013
3795,2024-06-23,Google Ads,Product Launch,Email,cpc,Brand Awareness,375331,12430,7481.65,USA,0.03311743501069722,0.6019026548672566
3796,2025-11-04,YouTube Ads,Unknown,YouTube Ads,cpc,Black Friday,363633,17620,7232.77,Australia,0.04845544821289597,0.4104863791146425
3797,2025-02-24,Instagram Ads,Product Launch,Organic Search,email,Festive Offer,19921,5327,2235.52,India,0.26740625470608903,0.419658344283837
3798,2024-05-13,Instagram Ads,Festive Offer,Organic Search,organic,Campaign_XYZ,441721,12475,6210.8,Australia,0.028241808743528156,0.49785971943887775
3799,2025-01-25,Instagram Ads,Campaign_XYZ,Google Ads,cpc,Summer Sale,400961,6483,9169.02,UK,0.0161686548068266,1.4143174456270247
3800,2025-05-15,Email,Product Launch,Unknown,email,Festive Offer,294587,14450,7526.43,Germany,0.049051723260021655,0.5208602076124568
3801,2025-10-26,Instagram Ads,Campaign_XYZ,Email,cpc,Retargeting,278160,7991,6086.76,UK,0.028728070175438596,0.7617019146539857
3802,2024-02-02,Instagram Ads,Brand Awareness,YouTube Ads,cpc,Black Friday,79755,19703,2655.94,USA,0.24704407247194532,0.13479876160990711
3803,2024-02-24,Email,Festive Offer,LinkedIn Ads,email,Summer Sale,376408,18140,6818.55,Australia,0.048192386984336144,0.3758847850055127
3804,2025-06-02,Email,Festive Offer,Unknown,organic,Black Friday,30012,17136,3535.89,India,0.5709716113554578,0.20634278711484594
3805,2025-09-29,YouTube Ads,Retargeting,LinkedIn Ads,social,Brand Awareness,88617,13298,745.82,UK,0.15006150061500614,0.05608512558279441
3806,2024-01-12,LinkedIn Ads,Festive Offer,Instagram Ads,email,Retargeting,197909,16310,2469.58,Australia,0.0824116134182882,0.15141508277130594
3807,2025-06-11,Email,Black Friday,Email,social,Product Launch,150621,1323,3953.41,India,0.008783635748003267,2.9882161753590326
3808,2025-12-20,Facebook Ads,Retargeting,Google Ads,email,Festive Offer,101064,588,9967.01,UK,0.0058180954642602705,16.950697278911566
3809,2025-07-08,Instagram Ads,Retargeting,LinkedIn Ads,email,Campaign_XYZ,78974,11995,7625.16,Germany,0.1518854306480614,0.6356948728636932
3810,2025-01-07,LinkedIn Ads,Campaign_XYZ,Facebook Ads,social,Retargeting,202894,4262,2867.7,Germany,0.021006042564097507,0.6728531206006569
3811,2025-04-28,Google Ads,Brand Awareness,Instagram Ads,social,Retargeting,167494,19373,7647.66,UK,0.11566384467503314,0.39475868476745984
3812,2025-10-08,YouTube Ads,Retargeting,Organic Search,organic,Brand Awareness,284395,535,3640.65,USA,0.0018811863781008809,6.804953271028038
3813,2024-08-15,LinkedIn Ads,Summer Sale,Unknown,email,Summer Sale,256400,17820,6118.34,Germany,0.06950078003120125,0.34334118967452304
3814,2025-09-14,Email,Product Launch,Google Ads,email,Retargeting,424682,17483,7670.34,Australia,0.04116727339515214,0.4387313390150432
3815,2024-11-02,Instagram Ads,Product Launch,Facebook Ads,email,Summer Sale,38860,833,7434.27,USA,0.02143592382913021,8.924693877551022
3816,2025-04-01,Instagram Ads,Unknown,Google Ads,organic,Summer Sale,400796,11301,1486.33,USA,0.028196389185520813,0.13152198920449518
3817,2024-06-08,Instagram Ads,Campaign_XYZ,Google Ads,social,Brand Awareness,214623,2974,8272.83,UK,0.013856855975361447,2.781718224613315
3818,2024-11-26,LinkedIn Ads,Brand Awareness,Instagram Ads,email,Retargeting,311345,8111,9237.09,Australia,0.026051486293340184,1.1388349155467883
3819,2024-08-12,Instagram Ads,Product Launch,Facebook Ads,social,Festive Offer,451921,7339,2410.86,Australia,0.016239563994591977,0.32849979561248127
3820,2025-12-29,Email,Summer Sale,YouTube Ads,organic,Brand Awareness,78919,3582,3361.22,India,0.0453883095325587,0.9383640424343941
3821,2025-05-18,LinkedIn Ads,Brand Awareness,Organic Search,cpc,Brand Awareness,95499,4574,9388.15,Germany,0.047895789484706644,2.0525032794053346
3822,2025-03-31,Instagram Ads,Black Friday,Google Ads,social,Product Launch,409752,18238,9838.39,Germany,0.044509849860403364,0.5394445662901634
3823,2024-02-14,Google Ads,Product Launch,Facebook Ads,organic,Festive Offer,232450,1019,4589.65,USA,0.004383738438373844,4.504072620215897
3824,2024-08-01,Google Ads,Retargeting,Google Ads,cpc,Brand Awareness,474908,18067,441.92,USA,0.03804315783267496,0.024460065312448112
3825,2024-02-28,Facebook Ads,Summer Sale,LinkedIn Ads,email,Product Launch,70936,8601,9335.62,UK,0.1212501409721439,1.085410998721079
3826,2025-10-05,Instagram Ads,Unknown,LinkedIn Ads,email,Summer Sale,52922,968,351.39,Australia,0.018291069876421904,0.3630061983471074
3827,2025-09-07,Instagram Ads,Campaign_XYZ,Facebook Ads,social,Festive Offer,241485,16601,3369.07,Germany,0.06874547073317183,0.20294379856635145
3828,2024-07-13,LinkedIn Ads,Unknown,Organic Search,cpc,Festive Offer,288488,19755,987.93,India,0.0684777183106403,0.05000911161731207
3829,2025-05-03,LinkedIn Ads,Unknown,Instagram Ads,organic,Summer Sale,387009,15852,5166.27,Germany,0.04096028774524624,0.3259065102195307
3830,2024-06-05,Organic Search,Festive Offer,YouTube Ads,email,Black Friday,114581,11081,471.97,Germany,0.09670887843534268,0.04259272628824114
3831,2025-09-01,Instagram Ads,Black Friday,LinkedIn Ads,email,Festive Offer,164645,13711,2331.55,Germany,0.08327613957302074,0.1700495952155204
3832,2024-08-13,Facebook Ads,Retargeting,Instagram Ads,cpc,Campaign_XYZ,25780,4833,4642.55,USA,0.1874709076803724,0.9605938340575213
3833,2025-02-15,Instagram Ads,Black Friday,YouTube Ads,organic,Black Friday,321354,4543,834.28,Australia,0.014137057575135208,0.18364076601364737
3834,2024-07-23,Email,Black Friday,LinkedIn Ads,email,Summer Sale,186334,12059,4856.19,Australia,0.06471712086897721,0.40270254581640264
3835,2024-03-19,LinkedIn Ads,Product Launch,YouTube Ads,email,Retargeting,192041,2023,2724.63,Germany,0.01053420884082045,1.3468264953040041
3836,2024-05-03,Instagram Ads,Retargeting,Email,social,Black Friday,1661,10950,2742.44,Australia,6.592414208308248,0.2504511415525114
3837,2025-04-15,LinkedIn Ads,Product Launch,Google Ads,organic,Brand Awareness,329358,16531,9376.64,UK,0.050191584840811515,0.5672155344504264
3838,2024-08-05,Instagram Ads,Unknown,Facebook Ads,email,Festive Offer,203971,19510,6933.27,USA,0.0956508523270465,0.35537006663249615
3839,2025-05-30,YouTube Ads,Festive Offer,LinkedIn Ads,cpc,Campaign_XYZ,165139,2256,9301.85,USA,0.013661218730887313,4.123160460992908
3840,2025-08-24,LinkedIn Ads,Summer Sale,LinkedIn Ads,email,Black Friday,476393,136,5799.33,Australia,0.00028547858595739234,42.642132352941175
3841,2024-04-13,Facebook Ads,Campaign_XYZ,Google Ads,organic,Festive Offer,216754,10008,9081.01,Germany,0.04617215829927014,0.9073750999200639
3842,2025-01-27,YouTube Ads,Festive Offer,Unknown,social,Summer Sale,492759,11433,8390.54,Germany,0.023202011530991825,0.7338878684509753
3843,2025-09-22,Email,Campaign_XYZ,LinkedIn Ads,email,Retargeting,58146,6365,9978.65,Germany,0.10946582739999312,1.5677376276512176
3844,2025-10-06,Instagram Ads,Festive Offer,Unknown,cpc,Summer Sale,53452,3727,5080.72,Australia,0.06972610940657038,1.3632197477864234
3845,2025-08-30,Organic Search,Product Launch,LinkedIn Ads,email,Retargeting,307649,14620,6991.65,Germany,0.04752168867768138,0.4782250341997264
3846,2025-03-09,Email,Festive Offer,LinkedIn Ads,cpc,Festive Offer,417923,7695,1690.62,Australia,0.01841248268221658,0.21970370370370368
3847,2024-11-26,LinkedIn Ads,Campaign_XYZ,LinkedIn Ads,organic,Black Friday,380097,12458,9400.97,India,0.03277584406085815,0.7546131000160539
3848,2024-05-22,YouTube Ads,Unknown,Instagram Ads,social,Brand Awareness,224696,12834,4047.6,Australia,0.05711717164524513,0.31538101916783545
3849,2025-06-23,Email,Brand Awareness,LinkedIn Ads,organic,Brand Awareness,103594,8376,9174.67,UK,0.08085410351950885,1.0953521967526265
3850,2024-10-04,Facebook Ads,Retargeting,Google Ads,email,Summer Sale,228597,6262,1097.05,Germany,0.027393185387384788,0.17519163206643243
3851,2024-08-20,Organic Search,Summer Sale,Email,email,Festive Offer,6647,10487,5201.02,Germany,1.5777042274710396,0.49594927052541243
3852,2025-06-12,LinkedIn Ads,Campaign_XYZ,LinkedIn Ads,social,Retargeting,146136,7010,113.86,USA,0.04796901516395686,0.016242510699001428
3853,2025-07-24,YouTube Ads,Retargeting,YouTube Ads,cpc,Black Friday,58083,13206,4218.58,Australia,0.2273642890346573,0.319444192033924
3854,2024-03-30,Email,Summer Sale,Email,organic,Campaign_XYZ,106010,17567,923.52,India,0.16571078200169795,0.05257129845733478
3855,2025-05-06,YouTube Ads,Brand Awareness,Email,cpc,Retargeting,439627,19532,4546.88,Germany,0.044428572403423815,0.23279131681343437
3856,2024-07-17,YouTube Ads,Product Launch,YouTube Ads,email,Retargeting,450051,19905,5602.37,USA,0.04422832079031043,0.28145541321276063
3857,2024-12-27,Email,Campaign_XYZ,Google Ads,cpc,Retargeting,425411,5489,8537.49,Australia,0.012902816335261665,1.5553816724357805
3858,2025-03-16,Google Ads,Summer Sale,Instagram Ads,organic,Festive Offer,243228,3315,3024.78,USA,0.01362918742907889,0.9124524886877828
3859,2024-01-26,Instagram Ads,Summer Sale,Organic Search,cpc,Black Friday,29979,2018,5711.4,India,0.06731378631708863,2.8302279484638255
3860,2024-01-25,LinkedIn Ads,Summer Sale,Organic Search,email,Festive Offer,171611,7563,757.92,Australia,0.044070601534866645,0.10021420071400237
3861,2025-01-28,LinkedIn Ads,Brand Awareness,Google Ads,organic,Campaign_XYZ,189824,19578,9143.7,Germany,0.1031376432906271,0.4670395341710083
3862,2025-05-21,Organic Search,Retargeting,Instagram Ads,cpc,Retargeting,156064,7141,4572.13,Australia,0.04575686897683002,0.6402646688138917
